title,product_url,skuid,brand,category,price,price_tier,mo_sales,mo_revenue,market_share,model,oem_part_number,item_weight,weight_tier,product_dimensions,product_size_tier,amperage,amperage_tier,voltage,country_of_origin,vehicle_service_type,Type,,
ctek - 40-206 mxs 5.0 fully automatic 4.3 amp battery charger and maintainer 12v,https://www.amazon.com/CTEK-40-206-5-0-12-Battery-Charger/dp/B00CD44RQO/ref=sr_1_90?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-90&ts_id=387679011,B00CD44RQO,CTEK,Jump Sarter,83.99,51-100$,2054,172515,0.90912904367835,CTEK MXS 5.0,40-206,1.79,1.1-2pound,11.02 x 5.91 x 2.36 inches,101-200sq.inch,3,0-20AMP,12 Volts,China,,non portable,,
schumacher rechargeable agm jump starter for gas diesel vehicles - 1200a with air compressor and 12v usb/ac power station to charge phones accessories,https://www.amazon.com/Schumacher-FR01337-1200A-Jump-Starter/dp/B07895PH6R/ref=sr_1_91?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-91&ts_id=387679011,B07895PH6R,Schumacher,Jump Sarter,198.12,101-200$,47,9312,0.049072890210897,"Rechargeable AGM Jump Starter for Gas, Diesel Vehicles - 1200A with Air Compressor and 12V USB/AC Power Station",,22.6,20.1-40pound,14 x 13 x 12.75 inches,>1000sq.inch,1200 Amps,>500AMP,,China,,non portable,,
lexbe 2000a peak jump starter auto battery charger 12v jump pack for up to 10.0l gas 8.0l diesel engine18000 mah portable power pack with smart jumper cable for car truck suv,https://www.amazon.com/LEXBE-Starter-Battery-Charger-Portable/dp/B0924BTH6B/ref=sr_1_92?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-92&ts_id=387679011,B0924BTH6B,LEXBE,Jump Sarter,65.98,51-100$,225,14846,0.078236268048858,,,2.28,2.1-5pound,5.8 x 3.3 x 0.98 inches,1-50sq.inch,2000,>500AMP,,,"Passenger Car, Van, SUV, Truck",portable,,
dewalt dxae20vbb automotive battery booster and 12v jump starter with usb power station: powered by standard 20v max and flexvolt tool batteries,https://www.amazon.com/DEWALT-DXAE20VBB-Automotive-Battery-Booster/dp/B086VSGSS5/ref=sr_1_93?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-93&ts_id=387679011,B086VSGSS5,DEWALT,Jump Sarter,129.99,101-200$,183,23788,0.125359311891839,DXAE20VBB,,3,2.1-5pound,11 x 6 x 13 inches,501-1000sq.inch,3.1 Amps,0-20AMP,20 Volts,China,"Passenger Car, Truck",non portable,,
antigravity batteries xp-3 micro start - jumps a v8 - personal battery jump starter & charger - mini portable back up power supply - phone charger - flashlight sos - with full antigravity warranty,https://www.amazon.com/Antigravity-Batteries-XP-3-Micro-Start/dp/B01N7J4SBQ/ref=sr_1_94?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-94&ts_id=387679011,B01N7J4SBQ,Billet Proof Designs,Jump Sarter,106.88,101-200$,63,6733,0.035481934041019,,,1,0-1pound,1 x 1 x 1 inches,1-50sq.inch,,,,,Truck,portable,,
avapow jump starter 2000a peak 18000mah portable battery jump starter for car with dual usb quick charge 3.0(up to 8.0l gas or 6.5l diesel)12v jump boxcompact lithium car power pack,https://www.amazon.com/AVAPOW-Starter-18000mAh-Portable-Battery/dp/B08NPC4VVR/ref=sr_1_95?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-95&ts_id=387679011,B08NPC4VVR,AVAPOW,Jump Sarter,59.49,51-100$,421,25045,0.131983519687704,,,1.25,1.1-2pound,7.28 x 3.54 x 1.57 inches,1-50sq.inch,2000 Amps,>500AMP,12 Volts,,"Passenger Car,ATV,SUV, Van, Motorcycle, Truck, Watercraft, Tractor, Trailer,RV or tractor",portable,,
battery jump starter for car ctwjo 600a 15000mah portable car jump starter booster with smart charging port compass lcd screen and led lightnote:random delivery in red/black or green/black,https://www.amazon.com/CTWJO-15000mAh-Portable-Charging-Light%EF%BC%88Note/dp/B08Z3B5VXR/ref=sr_1_96?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-96&ts_id=387679011,B08Z3B5VXR,CTWJO,Jump Sarter,49.99,0-50$,376,18796,0.099052195490121,,,2.18,2.1-5pound,7.28 x 2.95 x 1.46 inches,1-50sq.inch,600 Amps,>500AMP,,,Passenger Car,portable,,
clore automotive jump-n-carry jnc550a 1100 peak amp jump starter with air compressor,https://www.amazon.com/Clore-Automotive-Jump-N-Carry-JNC550A-Compressor/dp/B07V4GTCZT/ref=sr_1_97?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-97&ts_id=387679011,B07V4GTCZT,Clore Automotive,Jump Sarter,130.89,101-200$,271,35471,0.186927028422542,JNC550A,,23,20.1-40pound,12 x 8 x 12.8 inches,>1000sq.inch,1100 Amps,>500AMP,,China,Passenger Car,non portable,,
avid power car jump starter portable lithium car battery booster 600a peak 15000 mah 12v up to 7.0l gas or 5.0l diesel engine power bank with usb quick charge,https://www.amazon.com/Starter-15000mAh-Portable-Power-Avid/dp/B089KCC5PD/ref=sr_1_98?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-98&ts_id=387679011,B089KCC5PD,Avid Power,Jump Sarter,59.99,51-100$,101,6059,0.031930051738383,,,1.5,1.1-2pound,9.45 x 5.71 x 4.72 inches,2011-500sq.inch,600 Amps,>500AMP,12 Volts,,Passenger Car,portable,,
gooloo 4000a peak supersafe car jump starter (all gas up to 10.0l diesel engine) 12v auto battery jumper booster with usb quick charge and type c port portable power pack for trucks suvs orange,https://www.amazon.com/GOOLOO-SuperSafe-Starter-Battery-Portable/dp/B084YQSVZ6/ref=sr_1_99?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-99&ts_id=387679011,B084YQSVZ6,GOOLOO,Jump Sarter,169.99,101-200$,2103,357489,1.88391521140498,Car Jump Starter,,3.89,2.1-5pound,8.97 x 3.92 x 1.49 inches,51-100sq.inch,4000 Amps,>500AMP,12 Volts,,"Passenger Car, Motorcycle, Van, ATV, SUV, Truck, Snowmobile, Tractor, Trailer",portable,,
dbpower 1000a portable car jump starter (up to 7.0l gas 5.5l diesel engine) 12v lithium-ion auto battery booster power pack with lcd screen clamp cablesusb quick charge led flashlight,https://www.amazon.com/DBPOWER-Portable-Starter-Battery-Flashlight/dp/B07SST4Y63/ref=sr_1_100?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-100&ts_id=387679011,B07SST4Y63,DBPOWER,Jump Sarter,59.99,51-100$,695,41693,0.219716066533817,,,0.85,0-1pound,5.75 x 3.62 x 1.38 inches,1-50sq.inch,1000,>500AMP,,,Passenger Car,portable,,
car jump starter with air compressorsolar panel power station with inverterdouble ac plug 400w5v/3.1a usb portsmulti-function jump starterjump box for gas/diesel vehiclesoutdoors&emergency,https://www.amazon.com/Compressor-Inverter%EF%BC%8CDouble-Multi-Function-Vehicles-Emergency/dp/B09BGXTT44/ref=sr_1_99?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-99&ts_id=387679011,B09BGXTT44,Tyrell Chenergy,Jump Sarter,199,101-200$,30,5970,0.031461034639074,,,21.3,20.1-40pound,16.69 x 12.99 x 8.58 inches,>1000sq.inch,1,0-20AMP,,,Passenger Car,non portable,,
suhu car battery jump starter 1500a peak car booster for up to 7.0l gas or 5.5l diesel engine long standby 3.0 quick charge 12v auto battery booster portable power pack for cars trucks suv,https://www.amazon.com/SUHU-Battery-Starter-Booster-Portable/dp/B08NWR766M/ref=sr_1_100?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-100&ts_id=387679011,B08NWR766M,SUHU,Jump Sarter,69.99,51-100$,839,58722,0.309456428153378,,,2.2,2.1-5pound,7.32 x 3.39 x 1.5 inches,1-50sq.inch,1500 Amps,>500AMP,12 Volts,,"ATV, Adventure, UTV, Dirt Bike, Snowmobile, Personal Watercraft",portable,,
hulkman alpha85s jump starter 2000 amp 20000mah car starter with -40 start tech 65w speed charge lithium portable car battery booster pack for up to 8.5l gas and 6l diesel engines (space gray),https://www.amazon.com/dp/B08PB48DG8,B08PB48DG8,HULKMAN,Jump Sarter,110.47,101-200$,1128,124610,0.656676637583742,,,2,1.1-2pound,9 x 4 x 1 inches,1-50sq.inch,2000 Amps,>500AMP,,,"Passenger Car, SUV, Truck",portable,,
wagan el7552 jumpboost v8 air 1000 peak amps jump starter with 260 psi air compressor 1 built-in dc socket and usb port  red,https://www.amazon.com/Wagan-7552-Jumpboost-V8-Air/dp/B01LWJSEER/ref=sr_1_102?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-102&ts_id=387679011,B01LWJSEER,Wagan,Jump Sarter,89.99,51-100$,75,6749,0.035566251721793,Jumpboost V8 Air,7552,10,5.1-10pound,11 x 11 x 7 inches,501-1000sq.inch,1000 Amps,>500AMP,,China,"Passenger Car, Truck",non portable,,
car battery charger buddygo 12v/8a 24v/4a fully automatic smart battery charger battery maintainer pulse repair trickle charger quick charger for carmotoboattruck mowerrvsuvatv and more,https://www.amazon.com/BUDDYGO-Fully-Automatic-Automotive-Maintainer-Motorcycle/dp/B08LSM4RP6/ref=sr_1_103?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-103&ts_id=387679011,B08LSM4RP6,BUDDYGO,Jump Sarter,29.68,0-50$,244,7242,0.038164290260665,,,1.52,1.1-2pound,6.7 x 3.9 x 2.3 inches,51-100sq.inch,8,0-20AMP,,,,non portable,,
car jump starter - 800a peak 10800mah car auto battery booster for up to 4.5l gas engine with usb quick charge phone and tablet charger 12v portable battery starter with built-in led light,https://www.amazon.com/Car-Jump-Starter-10800mAh-Built/dp/B09CYRRG1Z/ref=sr_1_104?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-104&ts_id=387679011,B09CYRRG1Z,HAGGAIA,Jump Sarter,49.99,0-50$,325,16247,0.085619334971696,,,0.76875,0-1pound,6.14 x 3.27 x 1.14 inches,1-50sq.inch,1000 Amps,>500AMP,12 Volts,China,,portable,,
anker roav jump starter pro 1000a 12800mah 12v portable car jump starter (gas engines up to 6.0l diesel up to 4.0l) battery and phone charger with 3 usb ports sos led and jumper cables,https://www.amazon.com/Starter-12800mAh-Portable-Engines-Battery/dp/B07NPL6MJP/ref=sr_1_105?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-105&ts_id=387679011,B07NPL6MJP,ROAV,Jump Sarter,89.99,51-100$,309,27807,0.146538859331443,,,1.27,1.1-2pound,6.69 x 3.46 x 1.54 inches,1-50sq.inch,1000,>500AMP,,,,portable,,
foval 1300a peak car jump starter 12v car battery booster for up to 8.5l gas 6.5l diesel engines. portable car power pack with 5v/3a 9v/2a 12v/1.5a usb quick charge & type-c port,https://www.amazon.com/FOVAL-Starter-Battery-Engines-Portable/dp/B08F25ZHBX/ref=sr_1_106?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-106&ts_id=387679011,B08F25ZHBX,FOVAL,Jump Sarter,52.98,51-100$,229,12132,0.063933881447444,FST-006,,0.76875,0-1pound,7.76 x 4.88 x 4.25 inches,101-200sq.inch,1300,>500AMP,12 Volts,,"ATV, UTV, Dirt Bike, Snowmobile, Adventure, Personal Watercraft. Up to 8.5L gas, 6.5L Diesel Engines",portable,,
dewalt dxaec801b 30 amp bench battery charger: 80 amp engine start 2 amp maintainer 120v ac outlet 3.1a usb port battery clamps,https://www.amazon.com/DEWALT-DXAEC801B-Bench-Battery-Charger/dp/B08DQLR3J6/ref=sr_1_107?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-107&ts_id=387679011,B08DQLR3J6,DEWALT,Jump Sarter,99.34,51-100$,105,10431,0.05496985801008,"DEWALT 30 Amp Bench Battery Charger: 80 Amp Engine Start, 2 Amp Maintainer, 120V AC Outlet",,6.6,5.1-10pound,11.25 x 4 x 10 inches,2011-500sq.inch,30,21-50AMP,,China,,non portable,,
schumacher fully automatic battery charger and maintainer 15 amp/3 amp 6v/12v - for marine and automotive batteries,https://www.amazon.com/Schumacher-SC1280-Charger-Automotive-Batteries/dp/B0797KK3N2/ref=sr_1_108?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-108&ts_id=387679011,B0797KK3N2,Schumacher,Jump Sarter,53.67,51-100$,3295,176843,0.931936976327916,SC1280,,3.05,2.1-5pound,9.96 x 4.29 x 10.03 inches,2011-500sq.inch,15,0-20AMP,,Mexico,,non portable,,
jump starter dinkalen 12800mah 800a peak 12v portable jump starter (up to 6.0l gas/5.0l diesel engines) with lcd display smart safety clips qc 3.0 usb outputs led light,https://www.amazon.com/Starter-DINKALEN-12800mAh-Portable-Engines/dp/B095HQT6BB/ref=sr_1_109?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-109&ts_id=387679011,B095HQT6BB,DINKALEN,Jump Sarter,49.99,0-50$,185,9248,0.048735619487798,,,1.94,1.1-2pound,8.35 x 5.47 x 3.43 inches,101-200sq.inch,800 Amps,>500AMP,,,"Passenger Car, Motorcycle, SUV, Truck, Snowmobile",portable,,
noco xgc4 56-watt xgc power adapter for gb70/gb150/gb500 noco boost ultrasafe lithium jump starters,https://www.amazon.com/NOCO-XGC4-56W-Power-Adapter/dp/B07C2XLR3J/ref=sr_1_110?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-110&ts_id=387679011,B07C2XLR3J,NOCO,Jump Sarter,49.95,0-50$,1505,75175,0.396161353265049,XGC4,,0.9625,0-1pound,8.66 x 4.72 x 3.31 inches,101-200sq.inch,,,,China,Passenger Car,non portable,,
cobra jumpackxl cpp15000 portable power car jump starter: battery charger power pack led flash light with jumper cables 400 amp peak 12000mah for instant power to car suv or motorcycle grey,https://www.amazon.com/Cobra-JumPackXL-CPP15000-Portable-Starter/dp/B071ZVSPFJ/ref=sr_1_113?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-113&ts_id=387679011,B071ZVSPFJ,Cobra,Jump Sarter,149.95,101-200$,91,13645,0.071907172135705,CPP15000,,1.5,1.1-2pound,7.25 x 4 x 1.5 inches,1-50sq.inch,400 Amps,201-500AMP,12 Volts,China,"Passenger Car, Motorcycle, SUV",portable,,
15000mah jump starter for 12v car1000a peak portable car battery charger - auto battery booster power pack with unique jumper cablequick charge compass and built-in led flashlight(red),https://www.amazon.com/15000mAh-Starter-Portable-Battery-Charger/dp/B08TQZMCJT/ref=sr_1_114?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-114&ts_id=387679011,B08TQZMCJT,GGUGGAR,Jump Sarter,79.99,51-100$,170,13598,0.071659488948429,,,1.7,1.1-2pound,8.5 x 7.48 x 3.46 inches,2011-500sq.inch,1000 Amps,>500AMP,12 Volts,,Passenger Car,portable,,
jump starter with air compressor utrai jstar 6 120 psi 1800a 24000mah(7l gas 6l diesel engine) 12v battery jump pack with air pump lcd screen for cars trucks suv,https://www.amazon.com/Starter-Compressor-UTRAI-24000mAh-Battery/dp/B096FNKSRG/ref=sr_1_115?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-115&ts_id=387679011,B096FNKSRG,UTRAI,Jump Sarter,104.99,101-200$,293,30762,0.162111280999527,Jstar 6,,5.15,5.1-10pound,14.21 x 11.38 x 3.58 inches,501-1000sq.inch,1800 Amps,>500AMP,12 Volts,,,non portable,,
ac dc adapter charger for duralast gold bp-dlg bpdlg 700 amp 900 amp bp-dl900 peak jump starter battery jumper duracell powerpack 450 amp 450a 300 amp jump starter power supply cord,https://www.amazon.com/Adapter-Duralast-BP-DL900-Duracell-Powerpack/dp/B07TV5HC5L/ref=sr_1_116?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-116&ts_id=387679011,B07TV5HC5L,HZPOWEN,Jump Sarter,11.99,0-50$,135,1619,0.008531895323394,,,0.3,0-1pound,3.7 x 2.7 x 2.5 inches,1-50sq.inch,700,>500AMP,,,,non portable,,
stanley j5cpd digital portable power station jump starter: 1200 peak/600 instant amps 500w inverter 120 psi air compressor 3.1a usb ports battery clamps,https://www.amazon.com/Stanley-Power-iT-1200A/dp/B07JNDKXFY/ref=sr_1_117?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-117&ts_id=387679011,B07JNDKXFY,STANLEY,Jump Sarter,124.24,101-200$,300,37272,0.196418037364748,J5CPD,,10.01,10.1-20pound,11.3 x 8.1 x 13.3 inches,>1000sq.inch,1200 Amps,>500AMP,,China,"Passenger Car, Motorcycle, ATV, SUV, Truck, Watercraft, Tractor, Trailer",portable,,
cat - 3 in 1 professional power station with jump starter and compressor - 4 usb ports and outlet,https://www.amazon.com/CAT-Professional-Station-Starter-Compressor/dp/B088RMSXD1/ref=sr_1_118?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-118&ts_id=387679011,B088RMSXD1,CAT,Jump Sarter,199.99,101-200$,119,23799,0.125417280297372,,,19.46,10.1-20pound,9 x 14 x 11 inches,>1000sq.inch,1000 Amps,>500AMP,,,,non portable,,
noco genius5 5-amp fully-automatic smart charger 6v and 12v battery charger battery maintainer trickle charger and battery desulfator with temperature compensation,https://www.amazon.com/NOCO-GENIUS5-Fully-Automatic-Temperature-Compensation/dp/B07W8KJH44/ref=sr_1_119?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-119&ts_id=387679011,B07W8KJH44,NOCO,Jump Sarter,69.95,51-100$,5336,373253,1.96698920638829,GENIUS5,,1.59,1.1-2pound,4.61 x 3.43 x 7.95 inches,101-200sq.inch,,,,China,,non portable,,
bilt hard portable power station jump starter 900 peak/400 instant amps 150 psi air compressor usb port dc outlet work light,https://www.amazon.com/BILT-HARD-Starter-Compressor-Portable/dp/B08J861RWG/ref=sr_1_120?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-120&ts_id=387679011,B08J861RWG,BILT HARD,Jump Sarter,64.99,51-100$,403,26191,0.138022773573195,,,11,10.1-20pound,12.2 x 7 x 13 inches,>1000sq.inch,17 Amps,0-20AMP,12 Volts,,Passenger Car,portable,,
type s ac56789-am | 400a peak |10000mah winplus jump starter portable car jump starter | ul listed | 12v lithium battery booster power pack with type-c usb-c port & built-in led light,https://www.amazon.com/Type-AC56789-AM-10000mAh-Winplus-Portable/dp/B0839FK2HL/ref=sr_1_121?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-121&ts_id=387679011,B0839FK2HL,TYPE S TOURING ITEMS,Jump Sarter,79.99,51-100$,159,12718,0.067022016505818,AC56789-AM,,2.2,2.1-5pound,3.03 x 1.06 x 6.61 inches,1-50sq.inch,400 Amps,201-500AMP,12 Volts,,"Passenger Car, Motorcycle, Truck, Watercraft",portable,,
jf.egwo 4000amp car jump starter with air compressor 12v safe lithium auto battery booster (up to 10.0+l gas and 10.0+l diesel engine) 150 psi air pump built-in 2 usb ports and 2 led light,https://www.amazon.com/JF-EGWO-4000A-Jump-Starter/dp/B08FSP8YGQ/ref=sr_1_122?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-122&ts_id=387679011,B08FSP8YGQ,JF.EGWO,Jump Sarter,199.99,101-200$,89,17799,0.093798150006846,Jump Starter with Air Compressor,,6.59,5.1-10pound,11.5 x 8.5 x 5 inches,2011-500sq.inch,4000 Amps,>500AMP,,,"Passenger Car, Motorcycle, Tractor, Trailer",non portable,,
car jump starter 1200a peak 18000mah water-resistant (up to 7.5l gas 6l diesel engine)car battery charger with lcd screen usb quick charge 12v auto battery booster dc portable power pack - t8 pro,https://www.amazon.com/Starter-18000mAh-Water-Resistant-battery-Portable/dp/B09FJJ9SP3/ref=sr_1_123?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-123&ts_id=387679011,B09FJJ9SP3,IN&OUT LITE,Jump Sarter,89.99,51-100$,897,80721,0.425387969363592,T8 pro,,1.21,1.1-2pound,7.28 x 3.42 x 1.57 inches,1-50sq.inch,1200,>500AMP,,USA,"Passenger Car, Van, SUV, Truck",portable,,
schumacher sc1308 2/12/30/100a 6v/12v battery charger and engine starter,https://www.amazon.com/Schumacher-SC1308-Automatic-Advanced-Diagnostic/dp/B07897HX4W/ref=sr_1_124?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486132&s=automotive&sr=1-124&ts_id=387679011,B07897HX4W,Schumacher,Jump Sarter,99.98,51-100$,592,59188,0.311912180605943,SC1308,,12.63,10.1-20pound,7.1 x 10.4 x 10.9 inches,501-1000sq.inch,100,51-100AMP,,China,,non portable,,
tyrell chenergy 1400amp 12v car battery booster jump starter pack with ac/dc outlet & air compressor 400w inverter portable power station charger jumper box for 5l gasoline 3l diesel vehicles,https://www.amazon.com/Tyrell-Chenergy-Starter-Compressor-Inverter/dp/B08CKGCRWS/ref=sr_1_123?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486167&s=automotive&sr=1-123&ts_id=387679011,B08CKGCRWS,Tyrell Chenergy,Jump Sarter,179.99,101-200$,78,14039,0.073983495024783,,,20,10.1-20pound,10.2 x 8.5 x 8.9 inches,501-1000sq.inch,1400 Amps,>500AMP,12 Volts,,Passenger Car,portable,,
vavofo jump starter 1000a peak portable car battery jump starter with type-c port(up to 7.0l gas or 5.5l diesel engine) 12v power pack auto battery booster with led light and usb quick charge,https://www.amazon.com/VAVOFO-Portable-Jump-Starter-1000A/dp/B07S81DVDW/ref=sr_1_124?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486167&s=automotive&sr=1-124&ts_id=387679011,B07S81DVDW,VAVOFO,Jump Sarter,39.99,0-50$,201,8038,0.042359094879208,A9CF,,0.725,0-1pound,5.71 x 2.83 x 0.98 inches,1-50sq.inch,1000 Amps,>500AMP,12 Volts,,"Passenger Car, Motorcycle, ATV, UTV, Truck, Snowmobile",portable,,
(6ft) ac power charging cord charger cable wire plug lead for cat cj1000dcp professional 3-in-1 power station car battery jump starter compressor jump starter itm 1418644 compatible replacement,https://www.amazon.com/CJ1000DCP-Professional-Compressor-Compatible-Replacement/dp/B08T9FLK85/ref=sr_1_125?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486167&s=automotive&sr=1-125&ts_id=387679011,B08T9FLK85,Guy-Tech,Jump Sarter,,,45,0,0,,,0.3125,0-1pound,,,,,,,,non portable,,
nusican car jump starter 2600a 22000mah 12v portable battery starter auto battery booster pack with dual usb / quick charge 3.0 /type-c (up to 8.0l gas/8.0l diesel),https://www.amazon.com/NUSICAN-Starter-22000mAh-Portable-Battery/dp/B08TWVQCDH/ref=sr_1_126?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486167&s=automotive&sr=1-126&ts_id=387679011,B08TWVQCDH,Nusican,Jump Sarter,69.99,51-100$,357,24986,0.131672598239847,N19,,2.81,2.1-5pound,7 x 2 x 4 inches,51-100sq.inch,2600,>500AMP,,,"Passenger Car, Motorcycle, ATV, SUV, UTV, Watercraft, Snowmobile",portable,,
lokithor jump starter 2000amp 20000mah 12v car battery booster pack for upto 8l gas or 6l diesel 150 psi air compressor with damping technologyportable power bank with handle bar and emergency light,https://www.amazon.com/dp/B093JZPGW6,B093JZPGW6,LOKITHOR,Jump Sarter,139.99,101-200$,217,30378,0.160087656660933,Hand Car Jump Starters,,5.53,5.1-10pound,9.99 x 4.07 x 5.57 inches,2011-500sq.inch,2000 Amps,>500AMP,12 Volts,,Passenger Car,portable,,
amazon basics battery charger 12 volt 2a,https://www.amazon.com/AmazonBasics-Battery-Charger-12-Volt/dp/B07TZ12D18/ref=sr_1_128?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486167&s=automotive&sr=1-128&ts_id=387679011,B07TZ12D18,Amazon Basics,Jump Sarter,25.46,0-50$,1051,26758,0.141010781385649,,,0.7,0-1pound,2.88 x 3.13 x 8.63 inches,51-100sq.inch,2,0-20AMP,,Mexico,,non portable,,
scosche pbj300-1 powerup 300 portable car jump starter battery booster for automobiles,https://www.amazon.com/PBJ300-1-Flashlight-Batteries-6-Cylinder-Motorcycles/dp/B075D5GTMJ/ref=sr_1_129?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486167&s=automotive&sr=1-129&ts_id=387679011,B075D5GTMJ,Scosche,Jump Sarter,57.99,51-100$,180,10438,0.055006746995419,,,1.36,1.1-2pound,9.84 x 5.16 x 2.83 inches,101-200sq.inch,300 Amps,201-500AMP,5 Volts,China,"Passenger Car, Motorcycle, Truck",portable,,
schumacher automatic battery charger and engine starter - 200 amp 12v - cars suvs and small trucks,https://www.amazon.com/Schumacher-SC1285-Automatic-Battery-Charger/dp/B07BLP573M/ref=sr_1_130?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486167&s=automotive&sr=1-130&ts_id=387679011,B07BLP573M,Schumacher,Jump Sarter,124.85,101-200$,120,14982,0.078952968335444,SC1285,,29,20.1-40pound,12 x 7 x 23.25 inches,>1000sq.inch,,,12 Volts,Mexico,,non portable,,
