title,product_url,skuid,brand,category,price,price_tier,mo_sales,mo_revenue,market_share,model,oem_part_number,item_weight,weight_tier,product_dimensions,product_size_tier,amperage,amperage_tier,voltage,country_of_origin,vehicle_service_type,Type,,
hulkman alpha85s with -40 preheat tech smart portable jump starter with alpha bag eva protection case,https://www.amazon.com/HULKMAN-Alpha85S-Preheat-Portable-Protection/dp/B0978M6FXN/ref=sr_1_47?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486070&s=automotive&sr=1-47&ts_id=387679011,B0978M6FXN,HULKMAN,Jump Sarter,129.99,101-200$,408,53036,0.279492032348057,,,,,,,2000 Amps,>500AMP,,,Passenger Car,portable,,
nekteck portable car jump starter 19800mah 2000a peak car battery jump starter(up to 10l gas or 7l diesel engines) 15v auto battery booster pack usb quick charger 3.0 ul 2743(sgs certified),https://www.amazon.com/Nekteck-19800mAh-Portable-Intelligent-Certified/dp/B083F8YRTC/ref=sr_1_48?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486070&s=automotive&sr=1-48&ts_id=387679011,B083F8YRTC,Nekteck,Jump Sarter,53.99,51-100$,422,22784,0.120068377423224,,,2.7,2.1-5pound,8.85 x 3.5 x 1.1 inches,1-50sq.inch,2000 Amps,>500AMP,15 Volts,,"Passenger Car, Motorcycle, ATV, Tractor",portable,,
avapow car jump starter 4000a peak 27800mah battery jump starter (for all gas or up to 10l diesel) battery booster power pack 12v auto jump box with led light usb quick charge 3.0,https://www.amazon.com/AVAPOW-Starter-27800mAh-Battery-Booster/dp/B0928VN98C/ref=sr_1_49?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486070&s=automotive&sr=1-49&ts_id=387679011,B0928VN98C,AVAPOW,Jump Sarter,109.99,101-200$,879,96681,0.509494855936392,,,3.58,2.1-5pound,10.24 x 5.91 x 5.04 inches,2011-500sq.inch,4000 Amps,>500AMP,,,Passenger Car,non portable,,
battery starter for car topvision 2200a peak 21800mah portable car jump starter (up to 7.0l gas or 6.5l diesel engine) 12v portable battery booster,https://www.amazon.com/TOPVISION-2200A-Peak-Car-Power/dp/B07H58NP77/ref=sr_1_50?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486070&s=automotive&sr=1-50&ts_id=387679011,B07H58NP77,T TOPVISION,Jump Sarter,79.99,51-100$,4625,369954,1.94960395458355,,,1.56,1.1-2pound,7.7 x 3.5 x 1.6 inches,1-50sq.inch,2200 Amps,>500AMP,12 Volts,,"Passenger Car, Motorcycle, Truck, Watercraft, Tractor, Trailer",portable,,
diehard 71688 1150 peak amp 12v jump starter with usb/12v portable power ports and 100psi air compressor,https://www.amazon.com/DieHard-2871688-Platinum-Portable-Compressor/dp/B07776PVH5/ref=sr_1_51?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486070&s=automotive&sr=1-51&ts_id=387679011,B07776PVH5,DieHard,Jump Sarter,179.99,101-200$,253,45537,0.239973389339947,,,17.03,10.1-20pound,11.5 x 10.63 x 11.88 inches,>1000sq.inch,1150 Amps,>500AMP,12 Volts,Mexico,Passenger Car,portable,,
12v portable jump starter lithium-ion battery charger box for carmotorcycletruckboatdiesel to start and charge compact emergency usb power bank auto booster power pack flashlight (400a/12000mah),https://www.amazon.com/Portable-Lithium-Ion-Motorcycle-Emergency-Flashlight/dp/B07WF547R2/ref=sr_1_52?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486070&s=automotive&sr=1-52&ts_id=387679011,B07WF547R2,Infinity Light,Jump Sarter,72.95,51-100$,221,16122,0.084960603090644,,,0.88125,0-1pound,5.12 x 2.95 x 0.98 inches,1-50sq.inch,400 Amps,201-500AMP,12 Volts,,"Passenger Car, Motorcycle, ATV, Truck, Watercraft, Trailer",portable,,
schumacher sc1281 100 amp 30 amp 6v/12v fully automatic smart battery charger 100a engine starter and 30a boost maintainer and auto desulfator advanced diagnostic testing,https://www.amazon.com/Schumacher-SC1281-Automatic-Battery-Charger/dp/B07BLLRM8R/ref=sr_1_51?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-51&ts_id=387679011,B07BLLRM8R,Schumacher,Jump Sarter,79.94,51-100$,3043,243257,1.28192912951375,SC1281,,12.65,10.1-20pound,11 x 10 x 8 inches,501-1000sq.inch,100,51-100AMP,120 Volts,Mexico,,non portable,,
avapow car battery jump starter portable1500a peak jump starter battery packjumper box(up to 6l gas 5.5l diesel engine) auto battery booster with smart safety cableusb fast chargingtype-c,https://www.amazon.com/AVAPOW-Battery-Starter-Portable-Charging/dp/B08NJKNMRQ/ref=sr_1_52?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-52&ts_id=387679011,B08NJKNMRQ,AVAPOW,Jump Sarter,51.99,51-100$,1899,98729,0.520287519075558,A08,,2.35,2.1-5pound,7.28 x 3.54 x 1.57 inches,1-50sq.inch,12 Amps,0-20AMP,12 Volts,,"Passenger Car, ATV, Van, Motorcycle, RV or tractor, SUV, Truck, Watercraft",portable,,
jump starter car battery charger-topdon jumpsurge1200 12v car starter lithium battery booster jumper (up to 6.5l gas 4.0l diesel) with smart clamp cables usb quick charge led flashlight peak 2000a,https://www.amazon.com/dp/B09CTZHG9Q,B09CTZHG9Q,Topdon,Jump Sarter,79.99,51-100$,210,16798,0.088523025103376,JUMPSURGE1200,,2.13,2.1-5pound,9.17 x 5.55 x 3.58 inches,101-200sq.inch,12,0-20AMP,,,"Passenger Car, Motorcycle, ATV, SUV, Truck, Watercraft",non portable,,
ul listed 15v 1a power cord for peak 450a 500a 600a 800a 1000a peak portable car jump starter charger for booster battery ac/dc adapter compatible with dbpower djs50 adaptor,https://www.amazon.com/Portable-Starter-Charger-Booster-Compatible/dp/B08MW6K3VL/ref=sr_1_54?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-54&ts_id=387679011,B08MW6K3VL,PERFEIDY,Jump Sarter,13.99,0-50$,205,2868,0.015113944278872,,,0.2,0-1pound,3.86 x 2.76 x 1.85 inches,1-50sq.inch,15,0-20AMP,,,,portable,,
nexpow car battery starter 1000a peak 12v car battery jump starter power pack with usb quick charge (up to 7l gas or 5.5l diesel engine) battery booster with built-in led light,https://www.amazon.com/dp/B07X7YZYFV,B07X7YZYFV,NEXPOW,Jump Sarter,52.99,51-100$,1622,85950,0.452944041411786,T11F,,0.8,0-1pound,5.98 x 3.15 x 1.18 inches,1-50sq.inch,1000 Amps,>500AMP,12 Volts,,"ATV, UTV, Dirt Bike, Snowmobile, Adventure, Personal Watercraft",non portable,,
dbpower 2000a/20800mah portable car jump starter (up to 8.0l gas/6.5l diesel engines) 12v auto lithium-ion battery booster with smart clamp cables quick charge and led flashlight,https://www.amazon.com/DBPOWER-19200mAh-Portable-Starter-Flashlight/dp/B07DWSYYZR/ref=sr_1_56?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-56&ts_id=387679011,B07DWSYYZR,DBPOWER,Jump Sarter,79.99,51-100$,1927,154141,0.812300727018663,,,2.59,2.1-5pound,9.6 x 5.2 x 4.3 inches,2011-500sq.inch,2000 Amps,>500AMP,12 Volts,,"Car, Truck, UTV, Motorcycle, Truck, Snowmobile, boat, lawn mover, Personal Watercraft, Track, Trailer, Cellphone, Laptop, Tablet, Car refrigerator , Car vacuum cleaner, car air pump",portable,,
bovke carrying case for halo bolt 57720 mwh 44400 mwh 58830mwh portable phone laptop charger battery car jump starter mesh pocket fit ac wall charging adapter micro usb cable jumper cables black,https://www.amazon.com/BOVKE-Carrying-58830mWh-Portable-Charging/dp/B08M45FRP5/ref=sr_1_57?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-57&ts_id=387679011,B08M45FRP5,BOVKE,Jump Sarter,10.19,0-50$,53,540,0.002845721726147,,,0.34375,0-1pound,8.67 x 3.41 x 4.85 inches,101-200sq.inch,,,,,,portable,,
jumpsmart portable car jump starter powerful 37000 mwh lithium battery 400a peak 12v (up to 8-cylinder 5.0-liter) 4-mode 330 lumen led flashlight & power bank with 2.4a charging port (black),https://www.amazon.com/JumpSmart-Portable-Flashlight-Powerful-Charging/dp/B079HKSYB3/ref=sr_1_58?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-58&ts_id=387679011,B079HKSYB3,Limitless Innovations,Jump Sarter,119.99,101-200$,100,11999,0.063232990726004,,,2.77,2.1-5pound,8.5 x 2.5 x 2.5 inches,51-100sq.inch,12,0-20AMP,15 Volts,,"Passenger Car, Motorcycle, ATV, SUV, Truck",portable,,
jf.egwo 3000amp car jump starter with air compressor 150psi tire inflator with digital screen pressure gauge 24000mah 12v auto battery booster (9.0l gas/ 8.5ldiesel engine) 2 usb port 2 light,https://www.amazon.com/Compressor-Inflator-Pressure-20000mAh-5-5LDiesel/dp/B082BBJSJK/ref=sr_1_59?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-59&ts_id=387679011,B082BBJSJK,JF.EGWO,Jump Sarter,129.99,101-200$,558,72534,0.382243666082169,CS02-200,,2.86,2.1-5pound,6 x 5 x 3 inches,51-100sq.inch,2000 Amps,>500AMP,12 Volts,,"Ford,Nissan, Toyota, BMW, Mercedes, Land Rover, Volkswagen, Audi, Lamborghini, Ferrari, Cadillac, Maserati, Buick, Porsche, Volvo, Hyundai, Chrysler, Chevrolet, Jeep, Ram, Subaru, Kia, Dodge , GMC, Mazda, Lexus, Land Rover, Rolls Royce and more, All 12v dead battery vehicle",non portable,,
avapow 6000a 32000mah car battery jump starter(for all gas or upto 12l diesel) powerful car jump starter with dual usb quick charge and dc output12v jump pack with built-in led bright light,https://www.amazon.com/AVAPOW-Battery-Starter-Powerful-Booster/dp/B08NPGCFSG/ref=sr_1_60?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-60&ts_id=387679011,B08NPGCFSG,AVAPOW,Jump Sarter,139.99,101-200$,1061,148529,0.782726300486924,,,2.75,2.1-5pound,10.63 x 5.47 x 5.12 inches,2011-500sq.inch,6000 Amps,>500AMP,12 Volts,,"Passenger Car,ATV,SUV, Van, Motorcycle, Truck, Watercraft, Tractor, Trailer,RV or tractor",non portable,,
car jump starter buture 1200a peak 15800mah portable car battery starter (up to 7.0l gas/6.0l diesel engines) auto battery booster pack with smart safety jumper cable fast outputs 3.0 (1200a),https://www.amazon.com/Starter-BUTURE-15800mAh-Portable-Battery/dp/B086QYCPJ7/ref=sr_1_61?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-61&ts_id=387679011,B086QYCPJ7,BUTURE,Jump Sarter,59.99,51-100$,205,12298,0.064808677385482,BR500,,1.79,1.1-2pound,6.69 x 3.54 x 1.38 inches,1-50sq.inch,1200 Amps,>500AMP,,,"Passenger Car, Motorcycle, Van, ATV, SUV, UTV, Truck, Watercraft, Tractor",portable,,
schumacher dsr131 dsr proseries 250 amp(12v) 125 amp(6v) 50 amp 6v/12v fully automatic pro smart battery charger with engine starter boost and maintainer for automotive shop/dealer use,https://www.amazon.com/Schumacher-DSR131-ProSeries-Battery-Charger/dp/B07DM2PSRY/ref=sr_1_62?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-62&ts_id=387679011,B07DM2PSRY,Schumacher,Jump Sarter,170.99,101-200$,574,98148,0.517225733292425,DSR131,,33,20.1-40pound,11.8 x 16 x 24 inches,>1000sq.inch,12,0-20AMP,120 Volts,Mexico,,non portable,,
potek portable power source:1500 peak/ 750 instant amps jump starter 300w inverter150 psi air compressor,https://www.amazon.com/dp/B07D6JRJ9L,B07D6JRJ9L,POTEK,Jump Sarter,129.99,101-200$,289,37567,0.197972644604032,,JS88,18.04,10.1-20pound,12 x 8.6 x 9.4 inches,501-1000sq.inch,1500 Amps,>500AMP,,,Passenger Car,portable,,
tiwkich a11 portable automotive jump starter 1500a 12v lithium car battery booster jump starter pack with lcd displayquick charge for up to 7.0l gasoline and 5.5l diesel engines (blue),https://www.amazon.com/dp/B08BTM1MSY,B08BTM1MSY,TIWKICH,Jump Sarter,49.99,0-50$,202,10098,0.053214996278955,,,1.2,1.1-2pound,6.9 x 3.3 x 1.7 inches,1-50sq.inch,1500 Amps,>500AMP,,,Passenger Car,portable,,
noco boost x gbx55 1750a 12v ultrasafe portable lithium jump starter car battery booster pack usb-c powerbank charger and jumper cables for up to 7.5-liter gas and 5.0-liter diesel engines,https://www.amazon.com/NOCO-GBX55-UltraSafe-Powerbank-7-5-Liter/dp/B08WZKRHZZ/ref=sr_1_67?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-67&ts_id=387679011,B08WZKRHZZ,NOCO,Jump Sarter,174.95,101-200$,379,66306,0.349423008840603,GBX55,,0.8125,0-1pound,6.34 x 3.94 x 9.13 inches,2011-500sq.inch,1750 Amps,>500AMP,12 Volts,China,"Passenger Car, Van, Motorcycle, ATV, SUV, Truck, Tractor",portable,,
car jump starter - 800a peak with usb quick charge 12v portable power pack auto battery booster phone charger jumper for up to 4.5l gas engine built-in led light,https://www.amazon.com/Car-Jump-Starter-Portable-Built/dp/B0922FFDNC/ref=sr_1_68?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-68&ts_id=387679011,B0922FFDNC,M MOOCK,Jump Sarter,39.99,0-50$,68,2719,0.014328735876657,,,0.76875,0-1pound,6.1 x 3.2 x 1.1 inches,1-50sq.inch,800 Amps,>500AMP,12 Volts,,"ATV, Adventure, UTV, Dirt Bike, Snowmobile, Personal Watercraft",portable,,
jump starter sun pow 1500a peak car jump starter for up to 8l gas or 6.0l diesel engine 12v auto lithium battery booster for cars trucks suv portable power pack with usb quick charge 3.0,https://www.amazon.com/Starter-SUNPOW-Lithium-Battery-Portable/dp/B08MDYKRBS/ref=sr_1_69?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-69&ts_id=387679011,B08MDYKRBS,SUN P O W,Jump Sarter,59.49,51-100$,886,52708,0.277763519892175,,,1,0-1pound,3 x 2 x 7 inches,1-50sq.inch,1500 Amps,>500AMP,12 Volts,,"Passenger Car, Van, Motorcycle, SUV, Truck, Watercraft",portable,,
cobra jumpack mini - cpp8500 3-in-1 portable power car jump starter: battery charger wireless charging power pack jumper cables 360 amp peak 6000mah for instant power to car suv motorcycle,https://www.amazon.com/CPP8500-JumPack-Starter-Wireless-Charging/dp/B07GX56Z5Z/ref=sr_1_70?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-70&ts_id=387679011,B07GX56Z5Z,Cobra,Jump Sarter,99.95,51-100$,26,2599,0.013696353270846,,,1.1,1.1-2pound,5.67 x 3.07 x 0.94 inches,1-50sq.inch,,,,,,portable,,
clore automotive jump-n-carry jnc770r 1700 peak amp premium 12 volt jump starter - red,https://www.amazon.com/Clore-Automotive-JNC770R-N-Carry-Premium/dp/B01GQDBNWS/ref=sr_1_71?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-71&ts_id=387679011,B01GQDBNWS,Clore Automotive,Jump Sarter,147.95,101-200$,1458,215711,1.13676570234994,Clore Automotive,,23,20.1-40pound,22 x 18 x 9 inches,>1000sq.inch,1700 Amps,>500AMP,12 Volts,China,Passenger Car,non portable,,
zundian portable power station 1400amp jump starter with 260 psi air compressor tire inflator 20000amh 12v backup battery booster dual ac/dc ports 400w inverter 2.1a usb port battery clamps,https://www.amazon.com/ZunDian-Portable-Compressor-Inflator-20000aMh/dp/B08SGB4KLS/ref=sr_1_72?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-72&ts_id=387679011,B08SGB4KLS,ZunDian,Jump Sarter,169.99,101-200$,278,47257,0.249037540023232,,,11,10.1-20pound,10.39 x 8.27 x 8.88 inches,501-1000sq.inch,1400 Amps,>500AMP,12 Volts,,Passenger Car,portable,,
kinverch batteryjump starter 900 peak 9ah portable power station with air compressor/ tire inflator &usb port/12v power ports,https://www.amazon.com/Kinverch-BatteryJump-Portable-Compressor-Inflator/dp/B094C8KPVJ/ref=sr_1_73?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-73&ts_id=387679011,B094C8KPVJ,Kinverch,Jump Sarter,79.99,51-100$,338,27037,0.142481070944159,,,10.14,10.1-20pound,11 x 7.3 x 8.4 inches,501-1000sq.inch,9,0-20AMP,,,Passenger Car,portable,,
imazing portable car jump starter - 2500a peak 20000mah (up to 8l gas or 8l diesel engine) 12v auto battery booster portable power pack with lcd display jumper cables qc 3.0 and led light,https://www.amazon.com/Imazing-Portable-Car-Jump-Starter/dp/B07L5HPVJZ/ref=sr_1_74?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-74&ts_id=387679011,B07L5HPVJZ,Imazing,Jump Sarter,79.99,51-100$,1407,112546,0.593101106279591,G29,,2.68,2.1-5pound,7.83 x 3.62 x 1.61 inches,1-50sq.inch,2500 Amps,>500AMP,12 Volts,,"Car, Truck, UTV, Motorcycle, Dirt Bike,Personal Watercraft, RV or tractor",portable,,
jf.egwo portable car jump starter with air compressor 1000 amp lithium car jump starter for up to 7.0l gas or 5.5l diesel engine 150 psi tire inflator pump usb charging ports and 2 led light,https://www.amazon.com/JF-EGWO-Portable-Compressor-Inflator-Charging/dp/B08CZ1K73X/ref=sr_1_75?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486093&s=automotive&sr=1-75&ts_id=387679011,B08CZ1K73X,JF.EGWO,Jump Sarter,84.99,51-100$,276,23457,0.123614989870812,,,2.2,2.1-5pound,6.5 x 5.9 x 2.8 inches,101-200sq.inch,1000 Amps,>500AMP,,,Passenger Car,portable,,
sirecosy battery jump starter 2400 amp 22000mah car jump starters for up to 7.0l gas and 6.5l diesel engines portable jump starter battery pack 12v lithium jump box black&red,https://www.amazon.com/dp/B093LFXVGK,B093LFXVGK,sirecosy,Jump Sarter,78.99,51-100$,583,46051,0.242682094834836,,,2.68,2.1-5pound,9.65 x 5.63 x 4.09 inches,2011-500sq.inch,2400,>500AMP,12 Volts,,Passenger Car,portable,,
noco boost sport gb20 500 amp 12-volt ultrasafe lithium jump starter box car battery booster pack portable power bank charger and jumper cables for up to 4-liter gasoline engines,https://www.amazon.com/NOCO-GB20-UltraSafe-Lithium-Gasoline/dp/B015TKPT1A/ref=sr_1_75?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-75&ts_id=387679011,B015TKPT1A,NOCO,Jump Sarter,79.95,51-100$,1015,81149,0.427643467324316,GB20,GB20,1.65,1.1-2pound,3.2 x 1.7 x 7.7 inches,1-50sq.inch,500 Amps,201-500AMP,12 Volts,China,Passenger Car,portable,,
solvtin s6 jump starter 1200a car starter for up to 7.5l gas and 6.0l diesel engine 12v battery jump starter with smart jumper cables portable power bank with pd 18w qc 3.0 port and led light,https://www.amazon.com/dp/B095BKDSR6,B095BKDSR6,SOLVTIN,Jump Sarter,59.99,51-100$,443,26576,0.140051667766837,,,2.4,2.1-5pound,9 x 5 x 4.4 inches,101-200sq.inch,1200 Amps,>500AMP,,,Passenger Car with up to 7.5L Gas and 6.0L Diesel Engines,portable,,
schumacher lithium ion jump starter and portable power pack with case and usb 12v dc charging ports 1000 amp,https://www.amazon.com/Schumacher-SL1316-Lithium-Starter-Power/dp/B0759HXYSV/ref=sr_1_77?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-77&ts_id=387679011,B0759HXYSV,Schumacher,Jump Sarter,92.01,51-100$,130,11961,0.063032736234164,SL1316 1000 Peak Amp Lithium Jump Starter,,3.29,2.1-5pound,2.75 x 7.88 x 10.75 inches,2011-500sq.inch,1000 Amps,>500AMP,,China,"Passenger Car, Motorcycle",portable,,
autogen 3000a jump starter battery pack (up to 10.0l gas & diesel) 12v jumper box booster pack & jumper cables with usb quick charge 3.0 charger for cars suvs trucks,https://www.amazon.com/Starter-30000mAh-AUTOGEN-Extreme-Battery/dp/B07CMQVWR9/ref=sr_1_78?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-78&ts_id=387679011,B07CMQVWR9,AUTOGEN,Jump Sarter,129.95,101-200$,142,18453,0.097244635208513,,,4.09,2.1-5pound,9.33 x 3.74 x 1.69 inches,51-100sq.inch,3000 Amps,>500AMP,12 Volts,,"Passenger Car, SUV, Truck",non portable,,
gooloo gp2000 2000 amp car battery jump starter for up to 9l gas and 7l diesel engines 12v portable car battery booster pack lithium jump box with led light usb quick charge type-c yellow,https://www.amazon.com/GOOLOO-GP2000-Battery-Starter-Portable/dp/B09288N1RQ/ref=sr_1_79?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-79&ts_id=387679011,B09288N1RQ,GOOLOO,Jump Sarter,109.99,101-200$,919,101081,0.532682218149444,Jump Starter,,2.87,2.1-5pound,8.97 x 3.92 x 1.29 inches,1-50sq.inch,2000 Amps,>500AMP,12 Volts,,"Cars, trucks, motorcycles, watercraft, all-terrain vehicle (ATV), utility-terrain vehicle (UTV), lawnmower, and snowmobiles",portable,,
utrai jump starter car battery 13000mah 1000a power bank smart-clip with battery detection for 12v car booster jstar mini,https://www.amazon.com/UTRAI-Smart-Clip-Detection-Jstar-Mini/dp/B08NJR6RX2/ref=sr_1_80?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-80&ts_id=387679011,B08NJR6RX2,UTRAI,Jump Sarter,39.09,0-50$,330,12900,0.067981130124631,,,1.72,1.1-2pound,8.66 x 6.54 x 3.5 inches,101-200sq.inch,1000 Amps,>500AMP,,,Passenger Car,non portable,,
rugged geek rg3000 hd 3000 amp portable 12v jump starter battery booster pack power bank for up to 10-liter gas and 8-liter diesel engines. type-c charging intelliboost led flashlight usb .,https://www.amazon.com/RUGGED-GEEK-RG3000-HD-INTELLIBOOST/dp/B092PXV9KY/ref=sr_1_81?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-81&ts_id=387679011,B092PXV9KY,RUGGED GEEK,Jump Sarter,159.99,101-200$,255,40797,0.214994276410432,RG3000 HD,,2.16,2.1-5pound,9 x 3.9 x 1.8 inches,51-100sq.inch,3000 Amps,>500AMP,,,Truck,portable,,
smartech jsl-1250 power station with jump starter & 150 psi air compressor 1250 amp starting power two ac & two dc plug-ins for 12v & 120v two usb ports 24' jumper cables built-in led work light,https://www.amazon.com/dp/B07L9JNNCM,B07L9JNNCM,Smartech Products,Jump Sarter,134.99,101-200$,129,17414,0.091769255813204,,,20,10.1-20pound,14 x 13.1 x 10.6 inches,>1000sq.inch,1250 Amps,>500AMP,,,"Van, Truck",non portable,,
schumacher dsr proseries rechargeable pro jump starter - 12v - works with semis class 8 vehicles - includes dc/usb power for charging phones and tablets,https://www.amazon.com/Schumacher-DSR115-ProSeries-4400-Starter/dp/B0756PV96Q/ref=sr_1_83?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-83&ts_id=387679011,B0756PV96Q,Schumacher,Jump Sarter,399.99,201-400$,351,140396,0.739866569378116,"Schumacher DSR ProSeries Rechargeable Pro Jump Starter - 12V - Semis, Class 8 Vehicles - Includes DC/USB Power",DSR115,41.2,>40pound,14 x 10 x 18 inches,>1000sq.inch,4400 Amps,>500AMP,,,Truck,non portable,,
schumacher dsr proseries rechargeable agm jump starter - 1800a 12v - with 12v dc power port,https://www.amazon.com/Schumacher-DSR119-1800-Peak-Starter/dp/B0756QSKDN/ref=sr_1_84?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-84&ts_id=387679011,B0756QSKDN,Schumacher,Jump Sarter,113.94,101-200$,297,33840,0.178331894838567,DSR119,,19.41,10.1-20pound,8.39 x 12 x 12.79 inches,>1000sq.inch,1800 Amps,>500AMP,12 Volts,Mexico,,non portable,,
goldbat 700a peak 12v 8000mah car jump starter (up to 4.0l gas or 2.0l diesel engine) portable power pack auto battery booster with led light gift box packaging (black),https://www.amazon.com/GOLDBAT-8000mAh-Starter-Portable-Packaging/dp/B07WR3HJQ4/ref=sr_1_85?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-85&ts_id=387679011,B07WR3HJQ4,GOLDBAT,Jump Sarter,34.99,0-50$,245,8573,0.045178467330113,,,1.68,1.1-2pound,10.67 x 10.2 x 2.72 inches,2011-500sq.inch,700 Amps,>500AMP,12 Volts,,"Motorcycle, Van, ATV, Truck, Snowmobile, Tractor",portable,,
type s 12v 6.0l jump starter with qi wireless power bank - black,https://www.amazon.com/Type-6-0L-Starter-Wireless-Power/dp/B08XB2NL86/ref=sr_1_86?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-86&ts_id=387679011,B08XB2NL86,TYPE S TOURING ITEMS,Jump Sarter,99.99,51-100$,251,25097,0.132257552150222,,,2.86,2.1-5pound,12.6 x 9.61 x 3.54 inches,2011-500sq.inch,350 Amps,201-500AMP,,,Passenger Car,non portable,,
nexpow battery jump starter 2500a 22000mah car jump starter (up to 8.0l gas/8l diesel engines) 12v car battery booster pack with usb quick charge 3.0 and 4 led modes red blue warning,https://www.amazon.com/Battery-NEXPOW-22000mAh-Portable-Q9B/dp/B082ZZ2W14/ref=sr_1_89?_encoding=UTF8&c=ts&dchild=1&keywords=Jump+Starters+%26+Battery+Chargers&qid=1633486115&s=automotive&sr=1-89&ts_id=387679011,B082ZZ2W14,NEXPOW,Jump Sarter,79.99,51-100$,1070,85589,0.451041623739306,Q9B,,1.33,1.1-2pound,8.6 x 5.1 x 3.9 inches,101-200sq.inch,2500 Amps,>500AMP,12 Volts,,"Car, Truck, UTV, Motorcycle, Dirt Bike,Personal Watercraft, RV or tractor",non portable,,
