product_title,count_of_reviews,product_url,part_number,product_description,center_electrode_core_material,center_electrode_tip_material,electrical_terminal_type,ground_electrode_core_material,ground_electrode_quantity,ground_electrode_tip_design,ground_electrode_tip_material,hex_size,pre_gap_size,reach,resistance,resistor_type,seat_type,thread_diameter,electrode_core_material,electrode_tip_material,ground_configuration,manufacturer_heat_range,skuid,units_sold,product_attributes,product_reviews,product_warranty,sale_price,price_tier,search_term,category,revenue,market_share
Autolite Copper Resistor Spark Plug,114 reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-5224/5393523-P?searchTerm=Spark%20Plugs,Part # 5224,[],Copper,Nickel,Stud,Nickel,1,Tapered,Nickel,"5/8"" in",0.044 in,19.5 mm,4000,Yes,Flat,14 mm,NA,NA,NA,NA,5393523,354,Copper Resistor Spark Plug,(114 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,1058.46,0.00453654
Denso Spark Plug Iridium Power,40 reviews,https://shop.advanceautoparts.com/p/denso-spark-plug-iridium-power-5356/10887930-P?searchTerm=Spark%20Plugs,Part # 5356,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10887930,354,Spark Plug Iridium Power,(40 reviews),1 YR REPLACEMENT IF DEFECTIVE,11.79,11-20$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,4173.66,0.017888228
Motorcraft Spark Plug (AGSF22FM),88 reviews,https://shop.advanceautoparts.com/p/motorcraft-spark-plug-agsf22fm-sp-500/18090047-P?searchTerm=Spark%20Plugs,Part # SP-500,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,0.679 in,NA,NA,Tapered,14 mm,Copper Core,Iridium Alloy,NA,3,18090047,193,Spark Plug (AGSF22FM),(88 reviews),2 YR REPLACEMENT IF DEFECTIVE,5.19,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,1001.67,0.004293139
NGK Iridium IX Spark Plug (BKR6EIX-11),763 reviews,https://shop.advanceautoparts.com/p/ngk-iridium-ix-spark-plug-bkr6eix-11-3764/15650054-P?searchTerm=Spark%20Plugs,Part # 3764,[],Copper Core,Iridium,NA,Nickel Core,1,Taper Cut,NA,5/8 in,NA,19 mm,NA,NA,Gasket,14 mm,Iridium,Iridium,Standard,6,15650054,278,Iridium IX Spark Plug (BKR6EIX-11),(763 reviews),60 DAY REPLACEMENT IF DEFECTIVE,8.99,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,2499.22,0.01071161
NGK Iridium IX Spark Plug (ZFR5FIX-11),113 reviews,https://shop.advanceautoparts.com/p/ngk-iridium-ix-spark-plug-zfr5fix-11-2477/15650045-P?searchTerm=Spark%20Plugs,Part # 2477,[],Copper Core,Iridium,NA,Nickel Core,1,Taper Cut,NA,05-Aug,NA,19 mm,NA,NA,Gasket,14 mm,Iridium,Iridium,Standard,5,15650045,535,Iridium IX Spark Plug (ZFR5FIX-11),(113 reviews),60 DAY REPLACEMENT IF DEFECTIVE,8.99,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,4809.65,0.020614069
ACDelco Double Platinum Spark Plug,33 reviews,https://shop.advanceautoparts.com/p/acdelco-double-platinum-spark-plug-41-902/5532345-P?searchTerm=Spark%20Plugs,Part # 41-902,[],Copper,Platinum,NA,NA,1,Single Prong Electrode,NA,5/8 in,0.060 in,0.689 in,NA,Yes,Tapered,0.551 in,NA,NA,Single,14,5532345,140,Double Platinum Spark Plug,(33 reviews),7 YR REPLACEMENT IF DEFECTIVE,8.59,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,1202.6,0.005154321
NGK Iridium IX Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/ngk-iridium-ix-spark-plug-93175/12101954-P?searchTerm=Spark%20Plugs,Part # 93175,[],Copper Core,Iridium,NA,Nickel Core,1,Taper Cut,NA,5/8 in,.044 in,26.5 in,5000 Ohms,NA,Flat,12.00 mm,NA,NA,Standard,7,12101954,16,Iridium IX Spark Plug,(0 reviews),60 DAY REPLACEMENT IF DEFECTIVE,10.29,11-20$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,164.64,0.000706
Motorcraft Spark Plug (AGSF22FM1),25 reviews,https://shop.advanceautoparts.com/p/motorcraft-spark-plug-agsf22fm1-sp-405/18090053-P?searchTerm=Spark%20Plugs,Part # SP-405,[],Copper core,NA,NA,Nickel alloy,NA,NA,NA,5/8 in,NA,0.679 in,NA,NA,Tapered,14 mm,Platinum alloy,Finewire,NA,3,18090053,296,Spark Plug (AGSF22FM1),(25 reviews),2 YR REPLACEMENT IF DEFECTIVE,5.19,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,1536.24,0.006584296
ACDelco Conventional Spark Plug,148 reviews,https://shop.advanceautoparts.com/p/acdelco-conventional-spark-plug-r44lts6/5392918-P?searchTerm=Spark%20Plugs,Part # R44LTS6,[],Copper,Nickel,NA,Nickel,1,Single Prong Electrode,NA,5/8in,0.06 in,0.679 in,NA,Yes,Conical,0.551 in,NA,NA,Single,4,5392918,284,Conventional Spark Plug,(148 reviews),2 YR REPLACEMENT IF DEFECTIVE,3.19,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,905.96,0.003882927
NA,NA,https://shop.advanceautoparts.com/p/denso-spark-plug-iridium-power-ikh20-5344/20650535-P?searchTerm=Spark%20Plugs,NA,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20650535,135,Spark Plug Iridium Power (IKH20),(75 reviews),1 YR REPLACEMENT IF DEFECTIVE,10.29,11-20$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,1389.15,0.005953871
E3 Premium DiamondFIRE Electrode Power sport Spark Plug,7 reviews,https://shop.advanceautoparts.com/p/e3-premium-diamondfire-electrode-power-sport-spark-plug-e3.38/99984527-P?searchTerm=Spark%20Plugs,Part # E3.38,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copper,Nickle,NA,NA,99984527,4,Premium DiamondFIRE Electrode Power sport Spark Plug,(7 reviews),1 YR REPLACEMENT IF DEFECTIVE,6.49,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,25.96,0.000111
Motorcraft Spark Plug (AGS32C),No Reviews,https://shop.advanceautoparts.com/p/motorcraft-spark-plug-ags32c-sp-436/89022224-P?searchTerm=Spark%20Plugs,Part # SP-436,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89022224,7,Spark Plug (AGS32C),(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,3.49,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,24.43,0.000105
"Accel U-Groove Spark Plug, Header Plug, Pack of 8",35 reviews,https://shop.advanceautoparts.com/p/accel-u-groove-spark-plug-header-plug-pack-of-8-8199/6350021-P?searchTerm=Spark%20Plugs,Part # 8199,[],Copper,NA,NA,Nickel Alloy,1,NA,NA,05-Aug,NA,NA,NA,Resistor Plug,Tapered,14 mm,Copper nickel alloy,Projected Tip,NA,Hot,6350021,47,"U-Groove Spark Plug, Header Plug, Pack of 8",(35 reviews),90 DAY REPLACEMENT IF DEFECTIVE,40.99,>20$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,1926.53,0.008257071
"Accel U-Groove Spark Plug, Header Plug, Pack of 8",No Reviews,https://shop.advanceautoparts.com/p/accel-u-groove-spark-plug-header-plug-pack-of-8-8198/6350020-P?searchTerm=Spark%20Plugs,Part # 8198,[],Copper,NA,NA,Nickel Alloy,1,NA,NA,05-Aug,NA,NA,NA,Resistor Plug,Tapered,14 mm,Copper nickel alloy,Projected Tip,NA,Cool,6350020,32,"U-Groove Spark Plug, Header Plug, Pack of 8",(0 reviews),90 DAY REPLACEMENT IF DEFECTIVE,46.99,>20$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,1503.68,0.006444744
ACDelco Double Platinum Spark Plug,13 reviews,https://shop.advanceautoparts.com/p/acdelco-double-platinum-spark-plug-41-979/5650084-P?searchTerm=Spark%20Plugs,Part # 41-979,[],Copper,Platinum,NA,Nickel,1,Single Prong Electrode,NA,16 mm,0.063 in,0.689 in,NA,Yes,Tapered,0.551 in,NA,NA,Single,14,5650084,76,Double Platinum Spark Plug,(13 reviews),7 YR REPLACEMENT IF DEFECTIVE,8.99,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,683.24,0.002928354
Autolite Copper Resistor Spark Plug,8 reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-4303/5532310-P?searchTerm=Spark%20Plugs,Part # 4303,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"5/8"" in",0.03 in,19.5 mm,5000,Yes,Flat,10 mm,NA,NA,NA,NA,5532310,140,Copper Resistor Spark Plug,(8 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.09,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,292.6,0.001254078
Autolite Copper Resistor Spark Plug,1 review,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-4162/5532299-P?searchTerm=Spark%20Plugs,Part # 4162,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"13/16"" in",0.028 in,19.5 mm,5000,Yes,Flat,12 mm,NA,NA,NA,NA,5532299,15,Copper Resistor Spark Plug,(1 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.39,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,35.85,0.000154
Autolite Copper Resistor Spark Plug,9 reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-4302/5532280-P?searchTerm=Spark%20Plugs,Part # 4302,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"5/8"" in",0.03 in,19.5 mm,5000,Yes,Flat,10 mm,NA,NA,NA,NA,5532280,89,Copper Resistor Spark Plug,(9 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.59,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,230.51,0.000988
Autolite Copper Resistor Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-4063/5532248-P?searchTerm=Spark%20Plugs,Part # 4063,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"13/16"" in",0.03 in,19.5 mm,5000,Yes,Flat,14 mm,NA,NA,NA,NA,5532248,26,Copper Resistor Spark Plug,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.39,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,62.14,0.000266
Autolite Copper Non-Resistor Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-copper-non-resistor-spark-plug-4051/5532221-P?searchTerm=Spark%20Plugs,Part # 4051,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"13/16"" in",0.025 in,19.5 mm,1,No,Flat,14 mm,NA,NA,NA,NA,5532221,5,Copper Non-Resistor Spark Plug,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.19,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,10.95,4.69E-05
Autolite Copper Resistor Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-4263/5532205-P?searchTerm=Spark%20Plugs,Part # 4263,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"13/16"" in",0.03 in,19.5 mm,5000,Yes,Flat,14 mm,NA,NA,NA,NA,5532205,26,Copper Resistor Spark Plug,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.29,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,59.54,0.000255
Autolite Copper Non-Resistor Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-copper-non-resistor-spark-plug-4132/5532183-P?searchTerm=Spark%20Plugs,Part # 4132,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"13/16"" in",0.028 in,19.5 mm,1,No,Flat,12 mm,NA,NA,NA,NA,5532183,5,Copper Non-Resistor Spark Plug,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.39,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,11.95,5.12E-05
Autolite Copper Resistor Spark Plug,1 review,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-4123/5532159-P?searchTerm=Spark%20Plugs,Part # 4123,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"13/16"" in",0.028 in,13 mm,5000,Yes,Flat,14 mm,NA,NA,NA,NA,5532159,61,Copper Resistor Spark Plug,(1 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.29,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,139.69,0.000599
Autolite Racing Non-Resistor Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-racing-non-resistor-spark-plug-ar3911/5532124-P?searchTerm=Spark%20Plugs,Part # AR3911,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,3/4 in,NA,NA,Gasket,14 mm,NA,Non Resistor,NA,NA,5532124,16,Racing Non-Resistor Spark Plug,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,5.59,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,89.44,0.000383
Autolite Racing Non-Resistor Spark Plug,4 reviews,https://shop.advanceautoparts.com/p/autolite-racing-non-resistor-spark-plug-ar3934/5532108-P?searchTerm=Spark%20Plugs,Part # AR3934,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,3/4 in,NA,NA,Gasket,14 mm,NA,Non Resistor,NA,NA,5532108,24,Racing Non-Resistor Spark Plug,(4 reviews),2 YR REPLACEMENT IF DEFECTIVE,5.39,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,129.36,0.000554
NA,NA,https://shop.advanceautoparts.com/p/autolite-racing-non-resistor-spark-plug-ar3933/5532078-P?searchTerm=Spark%20Plugs,NA,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5532078,62,Racing Non-Resistor Spark Plug,(4 reviews),2 YR REPLACEMENT IF DEFECTIVE,4.09,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,253.58,0.001086839
Autolite Racing Non-Resistor Spark Plug,2 reviews,https://shop.advanceautoparts.com/p/autolite-racing-non-resistor-spark-plug-ar3910/5532035-P?searchTerm=Spark%20Plugs,Part # AR3910,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,3/4 in,NA,NA,Gasket,14 mm,NA,Non Resistor,NA,NA,5532035,20,Racing Non-Resistor Spark Plug,(2 reviews),2 YR REPLACEMENT IF DEFECTIVE,5.39,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,107.8,0.000462
Autolite Copper Resistor Spark Plug,8 reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-3922/5532027-P?searchTerm=Spark%20Plugs,Part # 3922,[],Copper,Nickel,Removable Nut,Nickel,1,Tapered,Nickel,"5/8"" in",0.04 in,19.5 mm,4000,Yes,Flat,14 mm,NA,NA,NA,NA,5532027,15,Copper Resistor Spark Plug,(8 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,44.85,0.000192
Autolite Copper Resistor Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-copper-resistor-spark-plug-5285/5532019-P?searchTerm=Spark%20Plugs,Part # 5285,[],Copper,Nickel,Stud,Nickel,1,Tapered,Nickel,"5/8"" in",0.044 in,14 mm,5000,Yes,Tapered,14 mm,NA,NA,NA,NA,5532019,0,Copper Resistor Spark Plug,(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,2.99,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0,0
NGK Standard Spark Plug,12 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-4322/5531950-P?searchTerm=Spark%20Plugs,Part # 4322,[],Copper Core,Nickel,NA,Nickel Core,1,Standard,NA,13/16 in,NA,12.7 mm,NA,NA,Gasket,14 mm,nickel,nickel,Standard,8,5531950,376,Standard Spark Plug,(12 reviews),60 DAY REPLACEMENT IF DEFECTIVE,3.19,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,1199.44,0.005140777
NGK Standard Spark Plug,5 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-5122/5531942-P?searchTerm=Spark%20Plugs,Part # 5122,[],Copper Core,Nickel,NA,Nickel Core,1,Standard,NA,13/16,NA,19 mm,NA,NA,Gasket,14 mm,nickel,nickel,Standard,7,5531942,113,Standard Spark Plug,(5 reviews),60 DAY REPLACEMENT IF DEFECTIVE,3.49,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,394.37,0.001690262
NGK Standard Spark Plug,16 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-4629/5531934-P?searchTerm=Spark%20Plugs,Part # 4629,[],Copper Core,Nickel,NA,Nickel Core,1,Standard,NA,5/8 in,NA,12.7 mm,NA,NA,Gasket,10 mm,nickel,nickel,Standard,7,5531934,66,Standard Spark Plug,(16 reviews),60 DAY REPLACEMENT IF DEFECTIVE,3.19,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,210.54,0.000902
NGK Standard Spark Plug,6 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-7912/5531926-P?searchTerm=Spark%20Plugs,Part # 7912,[],Copper Core,Nickel,NA,Nickel Core,1,Standard,NA,18mm,NA,19 mm,NA,NA,Gasket,12 mm,nickel,nickel,Standard,7,5531926,89,Standard Spark Plug,(6 reviews),60 DAY REPLACEMENT IF DEFECTIVE,2.79,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,248.31,0.001064252
NGK Standard Spark Plug,763 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-1034/5531918-P?searchTerm=Spark%20Plugs,Part # 1034,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,3/4 in,NA,NA,gasket,14 mm,nickel,nickel,NA,7,5531918,11,Standard Spark Plug,(763 reviews),60 DAY REPLACEMENT IF DEFECTIVE,3.19,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,35.09,0.00015
NGK Standard Spark Plug,4 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-2923/5531896-P?searchTerm=Spark%20Plugs,Part # 2923,[],Copper Core,Nickel,NA,Nickel Core,1,Standard,NA,18mm,NA,19 mm,NA,NA,Gasket,12 mm,nickel,nickel,Standard,8,5531896,66,Standard Spark Plug,(4 reviews),60 DAY REPLACEMENT IF DEFECTIVE,3.19,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,210.54,0.000902
NGK Standard Spark Plug,763 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-5110/5531888-P?searchTerm=Spark%20Plugs,Part # 5110,[],Copper Core,Nickel,NA,Nickel Core,1,Standard,NA,13/16 in,NA,12.7 mm,NA,NA,Gasket,14 mm,nickel,nickel,Standard,7,5531888,38,Standard Spark Plug,(763 reviews),60 DAY REPLACEMENT IF DEFECTIVE,3.49,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,132.62,0.000568
NGK Standard Spark Plug,35 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-4929/5531845-P?searchTerm=Spark%20Plugs,Part # 4929,[],Copper Core,Nickel,NA,Nickel Core,1,Standard,NA,18mm,NA,19 mm,NA,NA,Gasket,12 mm,nickel,nickel,Standard,8,5531845,63,Standard Spark Plug,(35 reviews),60 DAY REPLACEMENT IF DEFECTIVE,2.65,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,166.95,0.000716
NGK Standard Spark Plug,21 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-5422/5531837-P?searchTerm=Spark%20Plugs,Part # 5422,[],Copper Core,Nickel,NA,Nickel Core,1,Standard,NA,13/16 in,NA,19 mm,NA,NA,Gasket,14 mm,nickel,nickel,Standard,8,5531837,711,Standard Spark Plug,(21 reviews),60 DAY REPLACEMENT IF DEFECTIVE,3.49,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,2481.39,0.010635191
NGK Standard Spark Plug,15 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-2120/5531829-P?searchTerm=Spark%20Plugs,Part # 2120,[],Copper Core,Nickel,NA,Nickel Core,1,Standard,NA,18,NA,19 mm,NA,NA,Gasket,12 mm,nickel,nickel,Standard,8,5531829,180,Standard Spark Plug,(15 reviews),60 DAY REPLACEMENT IF DEFECTIVE,3.19,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,574.2,0.00246101
NGK Standard Spark Plug,23 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-2411/5531802-P?searchTerm=Spark%20Plugs,Part # 2411,[],Copper Core,Nickel,NA,Nickel Core,1,Standard,NA,13/16,NA,19 mm,NA,NA,Gasket,14 mm,nickel,nickel,Standard,8,5531802,1,Standard Spark Plug,(23 reviews),60 DAY REPLACEMENT IF DEFECTIVE,2.29,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,2.29,9.81E-06
NGK V-Power Spark Plug,1 review,https://shop.advanceautoparts.com/p/ngk-v-power-spark-plug-2526/5531780-P?searchTerm=Spark%20Plugs,Part # 2526,[],Copper Core,Nickel w/ V-groove,NA,Nickel Core,1,Standard,NA,05-Aug,NA,19 mm,NA,NA,Gasket,14 mm,nickel with V groove,nickel with V groove,Standard,5,5531780,4,V-Power Spark Plug,(1 reviews),60 DAY REPLACEMENT IF DEFECTIVE,3.59,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,14.36,6.15E-05
NGK Standard Spark Plug,2 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-2288/5531772-P?searchTerm=Spark%20Plugs,Part # 2288,[],Copper Core,Nickel,NA,Nickel Core,2,Standard,NA,05-Aug,NA,19 mm,NA,NA,Gasket,14 mm,nickel,nickel,Standard,6,5531772,10,Standard Spark Plug,(2 reviews),60 DAY REPLACEMENT IF DEFECTIVE,6.59,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,65.9,0.000282
NGK Standard Spark Plug,2 reviews,https://shop.advanceautoparts.com/p/ngk-standard-spark-plug-1263/5531764-P?searchTerm=Spark%20Plugs,Part # 1263,[],Copper Core,Nickel,NA,Nickel Core,3,Standard,NA,13/16,NA,19 mm,NA,NA,Gasket,14 mm,nickel,nickel,Standard,6,5531764,0,Standard Spark Plug,(2 reviews),60 DAY REPLACEMENT IF DEFECTIVE,7.79,6-10$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0,0
NGK V-Power Spark Plug,1 review,https://shop.advanceautoparts.com/p/ngk-v-power-spark-plug-1273/5531756-P?searchTerm=Spark%20Plugs,Part # 1273,[],Copper Core,Nickel w/ V-groove,NA,Nickel Core,1,Standard,NA,05-Aug,NA,19 mm,NA,NA,Gasket,14 mm,nickel with V groove,nickel with V groove,Standard,5,5531756,0,V-Power Spark Plug,(1 reviews),60 DAY REPLACEMENT IF DEFECTIVE,3.59,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0,0
NGK V-Power Spark Plug,8 reviews,https://shop.advanceautoparts.com/p/ngk-v-power-spark-plug-4043/5531748-P?searchTerm=Spark%20Plugs,Part # 4043,[],Copper Core,Nickel w/ V-groove,NA,Nickel Core,1,Standard,NA,05-Aug,NA,19 mm,NA,NA,Gasket,14 mm,nickel with V groove,nickel with V groove,Standard,4,5531748,7,V-Power Spark Plug,(8 reviews),60 DAY REPLACEMENT IF DEFECTIVE,3.79,1-5$,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,26.53,0.000114
