title,product_url,skuid,brand,category,price,price_tier,mo_sales,mo_revenue,market_share,model,oem_part_number,item_weight,weight_tier,product_dimensions,product_size_tier,country_of_origin
6 pcsnew -- denso 4504 platinum t t spark plugs -- pk20tt,https://www.amazon.com/DENSO-PLATINUM-Spark-Plugs-PK20TT/dp/B00S3H2D3Y/ref=sr_1_65?dchild=1&keywords=spark+plugs&qid=1633497938&s=automotive&sr=1-65,B00S3H2D3Y,Denso,spark plug,21.2,0-50$,392,8310,0.701429785696741,,,0.000625,0-1pound,3.62 x 5.76 x 0.96 inches,1-50sq.inch,
ares 11014-5-piece magnetic swivel spark plug socket set - includes 14mm thin wall socket 9/16 6-inch extension socket and 5/8 sockets with 4- 6- and 10-inch extensions,https://www.amazon.com/ARES-11014-5-Piece-Magnetic-Swivel-Socket/dp/B07ZWK1YV3/ref=sr_1_66?dchild=1&keywords=spark+plugs&qid=1633497938&s=automotive&sr=1-66,B07ZWK1YV3,ARES,spark plug,59.68,51-100$,244,14562,1.22914807934006,,,1.85,1.1-2pound,15 x 2.2 x 4.7 inches,101-200sq.inch,Taiwan
set (8pcs) ngk v-power spark plugs stock 2771 nickel core tip standard 0.040in ur5,https://www.amazon.com/NGK-V-Power-Nickel-Standard-0-040in/dp/B071KQFYFF/ref=sr_1_67?dchild=1&keywords=spark+plugs&qid=1633497938&s=automotive&sr=1-67,B071KQFYFF,NGK,spark plug,20.45,0-50$,120,2454,0.207137026967485,,,0.65,0-1pound,96.48 x 41.52 x 10.92 inches,>1000sq.inch,
acdelco gm original equipment r45ts conventional spark plug,https://www.amazon.com/ACDelco-R45TS-Professional-Conventional-Spark/dp/B000C9SNFI/ref=sr_1_68?dchild=1&keywords=spark+plugs&qid=1633497938&s=automotive&sr=1-68,B000C9SNFI,ACDelco,spark plug,3.19,0-50$,123,392,0.03308790324827,GM Original Equipment,19302744,0.1,0-1pound,4.4 x 3.8 x 1.7 inches,1-50sq.inch,Mexico
ngk 5018 g-power platinum spark plugs lfr5agp - 6 pcsnew,https://www.amazon.com/NGK-G-Power-Platinum-Spark-LFR5AGP/dp/B00IN6OPFO/ref=sr_1_69?dchild=1&keywords=spark+plugs&qid=1633497938&s=automotive&sr=1-69,B00IN6OPFO,NGK,spark plug,29.28,0-50$,150,4392,0.370719569046942,,,0.05,0-1pound,3.7 x 0.94 x 4.98 inches,1-50sq.inch,
ngk  6994 laser iridium premium spark plugs izfr6k-11---- 4 pcs new,https://www.amazon.com/NGK-LASER-IRIDIUM-Premium-IZFR6K-11/dp/B00MEUMDRM/ref=sr_1_70?dchild=1&keywords=spark+plugs&qid=1633497938&s=automotive&sr=1-70,B00MEUMDRM,NGK,spark plug,38.15,0-50$,380,14497,1.22366156477084,,,0.01,0-1pound,3.31 x 0.94 x 3.32 inches,1-50sq.inch,
ngk 6418 iridium spark plugs bkr6eix ---6 pcs new,https://www.amazon.com/NGK-Iridium-Spark-Plugs-BKR6EIX/dp/B00MG7QVRQ/ref=sr_1_71?dchild=1&keywords=spark+plugs&qid=1633497938&s=automotive&sr=1-71,B00MG7QVRQ,NGK,spark plug,37.52,0-50$,75,2814,0.237523876889366,,,0.6625,0-1pound,3.31 x 0.94 x 4.98 inches,1-50sq.inch,
bosch (9602) hr8lii33u original equipment fine wire iridium spark plug (8 pack),https://www.amazon.com/Bosch-HR8LII33U-Original-Equipment-Iridium/dp/B01JBDL2KI/ref=sr_1_72?dchild=1&keywords=spark+plugs&qid=1633497938&s=automotive&sr=1-72,B01JBDL2KI,BOSCH,spark plug,53.59,51-100$,68,3644,0.30758244754259,,,0.1,0-1pound,7.17 x 5.2 x 0.87 inches,1-50sq.inch,
denso set 4 iridium power spark plugs gap 0.032 for vw audi chevy mazda honda l4,https://www.amazon.com/Denso-Iridium-Power-Spark-Plugs/dp/B08PW12RKZ/ref=sr_1_73?dchild=1&keywords=spark+plugs&qid=1633497938&s=automotive&sr=1-73,B08PW12RKZ,Newparts,spark plug,30.95,0-50$,34,1052,0.088797128105051,,"12120035747, 2240127N67, 224019E017, 1F2018110B, 2240127N17, 2240153J07, 2723130, 55585517, 980795714G, 2723670, 9171307, 98079571CV, 98079578BU, 000018KJ15, 1F2018110A",0.6625,0-1pound,,,
6 pcsnew -- denso 4511 platinum t t spark plugs -- pt16tt,https://www.amazon.com/DENSO-PLATINUM-Spark-Plugs-PT16TT/dp/B00S3I3MMO/ref=sr_1_74?dchild=1&keywords=spark+plugs&qid=1633497938&s=automotive&sr=1-74,B00S3I3MMO,Denso,spark plug,18.81,0-50$,254,4778,0.403301024796514,,,0.000625,0-1pound,3.62 x 5.76 x 0.96 inches,1-50sq.inch,
6 new denso iridium spark plugs ik16  5303,https://www.amazon.com/DENSO-Iridium-Spark-Plugs-5303/dp/B003300UW2/ref=sr_1_76?dchild=1&keywords=spark+plugs&qid=1633497938&s=automotive&sr=1-76,B003300UW2,Denso,spark plug,35.49,0-50$,150,5324,0.449387747178032,,,0.000625,0-1pound,5.31 x 5 x 1.1 inches,1-50sq.inch,
ngk 2477 iridium spark plugs zfr5fix-11 ---- 6 pcsnew,https://www.amazon.com/NGK-Iridium-Spark-Plugs-ZFR5FIX-11/dp/B00KESRE52/ref=sr_1_75?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-75,B00KESRE52,NGK,spark plug,37.58,0-50$,80,3006,0.253730196847702,,,0.05,0-1pound,3.31 x 0.94 x 4.98 inches,1-50sq.inch,
bmw spark plugs platinum plug set bosch oem 158253 / fr7np p332 (6pcs),https://www.amazon.com/Spark-Plugs-Platinum-Bosch-158253/dp/B00EJWYKQU/ref=sr_1_76?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-76,B00EJWYKQU,BOSCH,spark plug,43.5,0-50$,116,5046,0.425922346405025,,"12120032138, 12122158253",0.01,0-1pound,6.38 x 4.17 x 0.91 inches,1-50sq.inch,
vplus 8pcs iridium spark plug replaces 4469 by481lfr5a lfr5aix11 mz602090,https://www.amazon.com/Vplus-Replaces-BY481LFR5A-LFR5AIX11-MZ602090/dp/B085XSPTHB/ref=sr_1_77?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-77,B085XSPTHB,Vplus,spark plug,47.99,0-50$,79,3791,0.319990411260691,CT19,"BY481LFR5A, LFR5AIX11, MZ602090",0.95,0-1pound,4.02 x 3.98 x 1.73 inches,1-50sq.inch,
ngk 2477 iridium spark plugs zfr5fix-11 - 4 pcsnew,https://www.amazon.com/NGK-Iridium-Spark-Plugs-ZFR5FIX-11/dp/B00IOFBNAY/ref=sr_1_78?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-78,B00IOFBNAY,NGK,spark plug,27.98,0-50$,90,2518,0.212539133620264,,AUDI%101000053AA|AUDI%101905601|CITRON%1606263780|CITRON%5960C3|CITRON%5960C5|DAIHATSU%99906910X9019|FORD%1120170|HONDA%98615515J|HONDA%H98615515J|HYUNDAI%1881711051|HYUNDAI%1882611101|HYUNDAI%2741023700|HYUNDAI%2741037100|MAZDA%1UNG18110|MAZDA%JE4118110|MAZDA%Z60118110|MAZDA%ZJY618110|MITSUBISHI%MZ602068|NISSAN%224011P115|NISSAN%224011P175|NISSAN%224012J204|NISSAN%2240199B12|NISSAN%BY481ZFR5F|OPEL%1214462|OPEL%91132086|OPEL%9195868|OPEL%97125969|PEUGEOT%1606263780|PEUGEOT%5960C2|PEUGEOT%5960C4|SEAT%101000062AB|SEAT%101905601|SEAT%JZW905603A|SKODA%101000049AC|SKODA%101000062AB|SKODA%JZW905603A|VOLKSWAGEN%101000044AA|VOLKSWAGEN%101000062AB|VOLKSWAGEN%101905600|VOLKSWAGEN%101905601|VOLKSWAGEN%JZW905603A,0.43125,0-1pound,4.37 x 4.02 x 0.98 inches,1-50sq.inch,
6 pcsnew -- denso 4503 platinum t t spark plugs -- pk16tt,https://www.amazon.com/DENSO-PLATINUM-Spark-Plugs-PK16TT/dp/B00S3GUW1U/ref=sr_1_79?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-79,B00S3GUW1U,Denso,spark plug,21.43,0-50$,585,12537,1.05822204852949,,,0.09,0-1pound,3.62 x 5.76 x 0.96 inches,1-50sq.inch,
combo pack of mas straight boot ignition coils with oem spark plug sp546 compatible with ford lincoln mercury v8 v10 4.6l 5.4l 6.8l compatible with e508,https://www.amazon.com/Straight-Compatible-3L3E12A366CA-3L3Z12029BA-3L3U12A366BB/dp/B0777SF5QM/ref=sr_1_80?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-80,B0777SF5QM,King Auto Parts,spark plug,129.99,101-200$,68,8839,0.746081573498615,,"3L3Z12029BA-3L3E12A366CA, 3L3Z12029BA-3L3U12A366BB, DG511 FD508 C1659, C1541,SP546,SP515, E508, GN10182-5C1584-50082-FD508 C1541 C1659 UF537 DG511",3.3,2.1-5pound,10 x 2 x 7 inches,101-200sq.inch,
denso set of 4 platinum tt spark plugs gap 0.040 for h4 l4,https://www.amazon.com/Denso-Platinum-Spark-Plugs-0-040/dp/B08PVWCW8M/ref=sr_1_81?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-81,B08PVWCW8M,Newparts,spark plug,18.95,0-50$,117,2217,0.187132350768914,,"101905611A, 101905631A, 101905631G, 1881411051, 22401AA65A, 5862052370, 9091901169, 9091901196, 9091901197, 90919C1002, 980795517S, AGSP32F, AW350015, BP1318110, C2A1535",0.6625,0-1pound,,,
ena set of 6 platinum spark plug and 6 ignition coil pack compatible with bmw 2010 2011 2012 2013 e82 e88 e90 e91 e92 e93 3.0l replacement for uf592,https://www.amazon.com/ENA-Spark-Ignition-compatible-2010-2013/dp/B084JKZP59/ref=sr_1_82?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-82,B084JKZP59,ENA,spark plug,93.98,51-100$,60,5639,0.475976240859678,,UF592 C1638 00044 0221504470 12137594937 12137562744 12137571643 12138647689 12138616153,4.24,2.1-5pound,11.18 x 8.5 x 6.85 inches,501-1000sq.inch,
autolite xp3922-4pk iridium xp spark plug pack of 4,https://www.amazon.com/Autolite-XP3922-4PK-Iridium-Spark-Plug/dp/B078KPZNG2/ref=sr_1_83?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-83,B078KPZNG2,Autolite,spark plug,27,0-50$,47,1269,0.107113645974629,XP3922-4PK,,0.45,0-1pound,4.5 x 4 x 1 inches,1-50sq.inch,Mexico
ngk  6418 iridium spark plugs bkr6eix - 4 pcs new,https://www.amazon.com/NGK-Iridium-Spark-Plugs-BKR6EIX/dp/B00MG7L612/ref=sr_1_84?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-84,B00MG7L612,NGK,spark plug,26.09,0-50$,229,5975,0.504337300786766,,,0.000625,0-1pound,4.06 x 3.5 x 0.75 inches,1-50sq.inch,
vplus set of 8 ignition coil dg508 and spark plug sp493 compatible with ford lincoln mercury 4.6l engines dg457 dg472 dg491 f523 3w7z12029aa 1l2u12029aa 1l2u12a366a,https://www.amazon.com/Vplus-Ignition-AGSF32PM-Compatible-Lincoln/dp/B088R7QG8C/ref=sr_1_86?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-86,B088R7QG8C,Vplus,spark plug,49.99,0-50$,60,2999,0.253139341432554,,,4.38,2.1-5pound,10.67 x 7.24 x 4.09 inches,2011-500sq.inch,
champion copper plus 71 spark plug (pack of 6),https://www.amazon.com/Champion-RC12YC-Spark-Plug-Pack/dp/B000B7TFIK/ref=sr_1_89?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-89,B000B7TFIK,Champion,spark plug,5.36,0-50$,2857,15314,1.29262283251022,71,71,0.09,0-1pound,1 x 3.75 x 0.75 inches,1-50sq.inch,
6 new ngk iridium ix spark plugs tr55ix  7164,https://www.amazon.com/NGK-Iridium-Spark-TR55IX-7164/dp/B0033I2WMA/ref=sr_1_90?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-90,B0033I2WMA,NGK,spark plug,37.52,0-50$,155,5816,0.490916442071269,,FORD%1315691,0.01,0-1pound,3.31 x 0.94 x 4.98 inches,1-50sq.inch,
autolite xp985-4pk iridium xp spark plug pack of 4,https://www.amazon.com/Autolite-XP985-4PK-Iridium-Spark-Plug/dp/B009J39ZI2/ref=sr_1_91?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-91,B009J39ZI2,Autolite,spark plug,18.59,0-50$,107,1989,0.16788734581839,XP985-4PK,,0.4875,0-1pound,4.17 x 3.46 x 1.14 inches,1-50sq.inch,Mexico
denso (4702) ik20tt iridium tt spark plug (pack of 1),https://www.amazon.com/Denso-IK20TT-Iridium-Spark-Plug/dp/B00TPU8R2Y/ref=sr_1_92?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-92,B00TPU8R2Y,Denso,spark plug,7.15,0-50$,86,615,0.051910868616546,,DENS7,0.022,0-1pound,3.35 x 0.98 x 0.98 inches,1-50sq.inch,
vplus 8pcs iridium spark plug replaces sp493 3l1e12405aa agsf32pm agsf32pmf4 agsf32pmf6,https://www.amazon.com/Vplus-Replaces-3L1E12405AA-AGSF32PMF4-AGSF32PMF6/dp/B085XYT7MX/ref=sr_1_95?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-95,B085XYT7MX,Vplus,spark plug,18.99,0-50$,49,931,0.078583770214641,CT07,"SP493, 3L1E12405AA, AGSF32PM, AGSF32PMF4, AGSF32PMF6",0.76875,0-1pound,4.06 x 3.98 x 1.77 inches,1-50sq.inch,
vplus set of 6 ignition coils & spark plugs compatible with 2007-2017 nissan infiniti maxima murano pathfinder quest altima q50 qx60 fx35 3.5l v6 uf550,https://www.amazon.com/Vplus-Ignition-compatible-2007-2017-Pathfinder/dp/B08TQF15K5/ref=sr_1_96?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-96,B08TQF15K5,Vplus,spark plug,108.93,101-200$,83,9041,0.763131972621448,,"UF550, C1670, 22448-JA10C, 5C1727, E1050, 52-2082, IC630, C1670, 1788376, 522082, 6734029, 22448-JA11C, 22448-JA10A, IGC0003, 50150",2.46,2.1-5pound,10.67 x 7.24 x 4.17 inches,2011-500sq.inch,
denso 4503 spark plug,https://www.amazon.com/Denso-PK16TT-Platinum-Spark-Plug/dp/B002M2KO4G/ref=sr_1_97?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-97,B002M2KO4G,Denso,spark plug,3.59,0-50$,176,632,0.05334580319619,"MDX,A4,S4,A6,A6,A6,A6",DENS7,0.11,0-1pound,,,China
denso ik20 iridium power spark plug ik20 x 4pieces ignition plugs racing upgrade,https://www.amazon.com/Iridium-4Pieces-Ignition-Racing-Upgrade/dp/B003CY6E7E/ref=sr_1_98?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-98,B003CY6E7E,Denso,spark plug,27.98,0-50$,89,2490,0.210175711959673,,,0.09,0-1pound,4.33 x 3.46 x 1.06 inches,1-50sq.inch,
ngk 5531 pk4 spark plugs (dpr6ea-9),https://www.amazon.com/NGK-5531-Spark-Plugs-DPR6EA-9/dp/B00BPF90OG/ref=sr_1_99?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-99,B00BPF90OG,NGK,spark plug,12.01,0-50$,183,2198,0.18552860035637,,NGK DPR6EA-9 5531,0.01,0-1pound,3.07 x 0.85 x 2.96 inches,1-50sq.inch,
bmw spark plugs plug set platinum iridium high power bosch oem 12122158253 / fr7npp332 (6pcs) 128i 325i 325xi 328i 328i xdrive 328xi 330i 330xi 525i 525xi 530i 530xi 528i 528i xdrive 528xi x3 x5,https://www.amazon.com/Platinum-Iridium-Bosch-12122158253-FR7NPP332/dp/B01MRIQK2B/ref=sr_1_100?dchild=1&keywords=spark+plugs&qid=1633497972&s=automotive&sr=1-100,B01MRIQK2B,BOSCH,spark plug,45.32,0-50$,90,4079,0.344299891198196,,"12120032138, 12122158253",0.01,0-1pound,5.9 x 4.3 x 1 inches,1-50sq.inch,
set of 8 oem sp509 platinum spark plugs,https://www.amazon.com/Set-SP509-Platinum-Spark-Plugs/dp/B08N6ZMKZ2/ref=sr_1_99?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-99,B08N6ZMKZ2,AD Auto Parts,spark plug,64.8,51-100$,30,1944,0.164088989578155,,HJFS24FP SP509 6733 9406,0.5,0-1pound,9.5 x 9.5 x 0.5 inches,1-50sq.inch,
ngk 90174 df8h-11b laser iridium spark plug,https://www.amazon.com/NGK-90174-DF8H-11B-Laser-Iridium/dp/B01B7YG1I2/ref=sr_1_100?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-100,B01B7YG1I2,NGK,spark plug,18.24,0-50$,30,547,0.046171130297968,90174,,0.04,0-1pound,9.4 x 2.4 x 2.1 inches,1-50sq.inch,USA
acdelco gm original equipment 41-114 iridium spark plug (pack of 1),https://www.amazon.com/ACDelco-41-114-Professional-Iridium-Spark/dp/B00DU255AU/ref=sr_1_101?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-101,B00DU255AU,ACDelco,spark plug,8.16,0-50$,293,2391,0.201819328231156,12622441,12622441,0.09,0-1pound,4.4 x 3.5 x 1 inches,1-50sq.inch,USA
acdelco gm original equipment 41-121 iridium spark plug,https://www.amazon.com/ACDelco-41-121-Professional-Iridium-Spark/dp/B00DU252BM/ref=sr_1_103?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-103,B00DU252BM,ACDelco,spark plug,9.45,0-50$,96,907,0.076557980219849,12681656,55585517,0.1,0-1pound,6.6 x 3.6 x 1.1 inches,1-50sq.inch,Japan
ngk 2667 bkr7eix ix iridium spark plug compatible for bmw r1150gs 1999-2005 / single piece,https://www.amazon.com/NGK-BKR7EIX-Iridium-Spark-Plug/dp/B000GZAUX6/ref=sr_1_104?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-104,B000GZAUX6,NGK,spark plug,8.84,0-50$,237,2095,0.176834584962054,NGK 2667 BKR7EIX IX Iridium Spark Plug,2667,0.099375,0-1pound,4.35 x 2.24 x 2.08 inches,1-50sq.inch,
set of 8 ad auto parts ignition coils + 16 platinum tt spark plugs pkh16tt for chrysler 300 dodge challenger charger ram 1500 jeep grand cherokee,https://www.amazon.com/AD-Auto-Parts-Ignition-Challenger/dp/B084D3Y993/ref=sr_1_105?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-105,B084D3Y993,AD Auto Parts,spark plug,189.54,101-200$,45,8529,0.719915119399218,,UF504,,,,,
mas ignition coils uf303 with oem spark plugs replacement compatible with chevy trailblazer colorado buick rainier gmc canyon envoy hummer h3 isuzu olds saab 2.8l 3.5l 4.2l (6),https://www.amazon.com/dp/B086XLBDYJ,B086XLBDYJ,MAS,spark plug,121.99,101-200$,30,3660,0.308932974205785,,,7.45,5.1-10pound,9.69 x 6.77 x 5.28 inches,2011-500sq.inch,
hivehicle iridium spark plug oe12621258 41 110 - pack of 8 for chevy gmc cadillac buickhummerisuzupontiacsaab,https://www.amazon.com/HiVehicle-Iridium-Spark-Plug-OE12621258/dp/B079MFRHNL/ref=sr_1_107?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-107,B079MFRHNL,HiVehicle,spark plug,35.9,0-50$,144,5170,0.436388928044783,"Please check the engine model/year/capacity carefully before purchasing. If you are not sure, you can ask us questions.Please don't buy it casually!!!",,0.85,0-1pound,2.99 x 0.55 x 0.55 inches,1-50sq.inch,
motorcraft sp-493 spark plug,https://www.amazon.com/Motorcraft-SP-493-Spark-Plug/dp/B0065UNT16/ref=sr_1_108?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-108,B0065UNT16,Motorcraft,spark plug,3.69,0-50$,56,207,0.017472438705081,SP-493,SP493,0.1,0-1pound,2 x 4 x 5 inches,1-50sq.inch,China
ngk iridium ix spark plug lfr5aix-11 (8 pack) for nissan titan se 2004-2008 5.6l/5552cc,https://www.amazon.com/NGK-Iridium-LFR5AIX-11-NISSAN-2004-2008/dp/B07RM8X79H/ref=sr_1_109?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-109,B07RM8X79H,NGK,spark plug,54.99,51-100$,60,3299,0.278461716367455,,,1,0-1pound,1 x 1 x 1 inches,1-50sq.inch,
ac delco r45ts spark plug set of 8 for chevy gmc buick cadillac pontiac olds,https://www.amazon.com/Delco-R45TS-Spark-Cadillac-Pontiac/dp/B07CJZ71NK/ref=sr_1_110?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-110,B07CJZ71NK,1A Auto,spark plug,25.49,0-50$,30,765,0.064572056083996,,,,,,,
motorcraft sp-520 spark plug,https://www.amazon.com/Motorcraft-SP-520-Spark-Plug/dp/B004A2IKW4/ref=sr_1_113?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-113,B004A2IKW4,Motorcraft,spark plug,5.39,0-50$,128,690,0.058241462350271,SP-520,SP520,0.1,0-1pound,3.8 x 4.2 x 1.1 inches,1-50sq.inch,China
ngk dilfr5a11 laser iridium spark plug,https://www.amazon.com/NGK-DILFR5A11-Laser-Iridium-Spark/dp/B006DI3LBI/ref=sr_1_118?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-118,B006DI3LBI,NGK,spark plug,14.21,0-50$,60,853,0.071999952731567,DILFR5A11,NGK 93759 Candela,0.11,0-1pound,4.35 x 2.24 x 2.08 inches,1-50sq.inch,Japan
ngk bkr7eix ix iridium plug,https://www.amazon.com/NGK-2667-BKR7EIX-Iridium-Spark/dp/B006BV7Z4Q/ref=sr_1_119?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-119,B006BV7Z4Q,NGK,spark plug,27.99,0-50$,288,8061,0.680412214500774,448926,"AUDI%101905621, RENAULT%8201001947, VOLKSWAGEN%101000035AE, VOLKSWAGEN%101000045AA",0.11,0-1pound,3.43 x 0.98 x 0.89 inches,1-50sq.inch,
ngk 4291 v-power spark plug - zfr6f-11 4 pack,https://www.amazon.com/NGK-4291-ZFR6F-11-V-Power-Spark/dp/B006TZQSHE/ref=sr_1_120?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-120,B006TZQSHE,NGK,spark plug,13.29,0-50$,152,2020,0.170503991228329,4291-4PK,44291A,0.11,0-1pound,3.95 x 3.31 x 0.93 inches,1-50sq.inch,
e3 spark plug e3.74 automotive spark plug pack of 1,https://www.amazon.com/E3-Spark-Plug-E3-74-Automotive/dp/B01BJ5TFVE/ref=sr_1_121?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-121,B01BJ5TFVE,E3 Spark Plugs,spark plug,8.58,0-50$,163,1399,0.118086675113086,E3.74,E3.74,0.02,0-1pound,3.5 x 0.75 x 0.75 inches,1-50sq.inch,China
acdelco gm original equipment 41-103 iridium spark plug,https://www.amazon.com/ACDelco-41-103-Professional-Iridium-Spark/dp/B000IZ2AVE/ref=sr_1_122?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-122,B000IZ2AVE,ACDelco,spark plug,7.68,0-50$,173,1329,0.112178120961609,12681663,12625058,0.09,0-1pound,6.7 x 3.9 x 1 inches,1-50sq.inch,USA
genuine hyundai spark plug set(4pcs) 1884610060,https://www.amazon.com/Genuine-Hyundai-Spark-Plug-1884610060/dp/B00XM7WAQK/ref=sr_1_123?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-123,B00XM7WAQK,Kia,spark plug,35.1,0-50$,83,2913,0.245880260617883,,,0.45,0-1pound,4.1 x 3.6 x 1.1 inches,1-50sq.inch,
ngk laser iridium 94702 df6h-11a laser iridium spark plug 4 pack,https://www.amazon.com/NGK-94702-DF6H-11A-Laser-Iridium/dp/B003C3GD1C/ref=sr_1_124?dchild=1&keywords=spark+plugs&qid=1633498030&s=automotive&sr=1-124,B003C3GD1C,NGK,spark plug,73.2,51-100$,30,2196,0.185359784523471,,,0.01,0-1pound,5.87 x 4.76 x 1.14 inches,1-50sq.inch,
motorcraft sp-502 spark plug,https://www.amazon.com/Motorcraft-SP-502-Spark-Plug/dp/B001088OJU/ref=sr_1_123?dchild=1&keywords=spark+plugs&qid=1633498868&s=automotive&sr=1-123,B001088OJU,Motorcraft,spark plug,3.79,0-50$,71,269,0.022705729524961,,SP502,0.45,0-1pound,1.05 x 3.6 x 6.6 inches,1-50sq.inch,China
denso set of 4 platinum tt spark plugs gap 0.040 for h4 l4,https://www.amazon.com/Denso-Platinum-Spark-Plugs-0-040/dp/B08PVYN3N4/ref=sr_1_124?dchild=1&keywords=spark+plugs&qid=1633498868&s=automotive&sr=1-124,B08PVYN3N4,Newparts,spark plug,18.95,0-50$,210,3980,0.335943507469678,,"000018KJ13, 101905631B, 101905631H, 101905640, 101905640A, 12120032134, 12120032135, 12129069877, 1822A069, 1882311091, 19302724, 22401AA310, 22401AA65A, 4501029, 55564962",0.6625,0-1pound,,,
ena set of 8 platinum spark plug and 8 ignition coil pack compatible with ford 2005 2006 2007 2008 f150 f-150 expedition f-250 super duty f-350 super duty 5.4l mustang 4.6l replacement for fd508 sp515,https://www.amazon.com/ENA-Spark-Ignition-2005-2008-Expedition/dp/B07DP6WQK6/ref=sr_1_125?dchild=1&keywords=spark+plugs&qid=1633498868&s=automotive&sr=1-125,B07DP6WQK6,ENA,spark plug,99.99,51-100$,273,27297,2.30408289532659,,"GN10182, 5C1584, 50082, FD508 C1541 C1659 UF537",3.5,2.1-5pound,9.33 x 6.81 x 3.31 inches,2011-500sq.inch,
mas set of 6 ignition coil and 6 motorcraft sp493 spark plugs dg513 dg500 sp493 c1458 fd502 uf406 c1387 fd495 compatible with ford mazda mercury 3.0 v6 dg-500,https://www.amazon.com/MAS-Compatible-Ignition-Motorcraft-Mercury/dp/B075H1Z1YN/ref=sr_1_126?dchild=1&keywords=spark+plugs&qid=1633498868&s=automotive&sr=1-126,B075H1Z1YN,MAS,spark plug,71.99,51-100$,103,7415,0.625884700474288,Ignition Coil DQ50101A,"DG500, SP493, C1458, FD502, UF406, C1387, FD495, 1L8Z12029AB, 5C1617, AJ0318100, C1458, DG513, DQ50101A, 1L8Z-12029-AB, XS2Z-12029-AA, AJ03-18-100, 1115808, AJ09-18-100, FD-495, FD-502",1,0-1pound,11.18 x 9.57 x 2.64 inches,2011-500sq.inch,
8 acd-oem spark plug wires 9748hh + 8 acd-oem double platinum spark plugs 41-962 + 8 heat shields for ls2 ls3 ls4 ls7 engines,https://www.amazon.com/AD-Spark-9748HH-Shields-Cadillac/dp/B07YN7X1Z3/ref=sr_1_127?dchild=1&keywords=spark+plugs&qid=1633498868&s=automotive&sr=1-127,B07YN7X1Z3,AD Auto Parts,spark plug,137.96,101-200$,86,11865,1.00149992867531,,"88862397 748UU 748HH 748GG 19297035, WGM48 9748UU 9748HH 9748GG 88862397 88862385",7,5.1-10pound,14.75 x 11.75 x 0.5 inches,51-100sq.inch,
