title,count_of_reviews,product_url,part_number,product_description,center_electrode_core_material,center_electrode_tip_material,electrical_terminal_type,ground_electrode_core_material,ground_electrode_quantity,ground_electrode_tip_design,ground_electrode_tip_material,hex_size,pre_gap_size,reach,resistance,resistor_type,seat_type,thread_diameter,electrode_core_material,electrode_tip_material,ground_configuration,manufacturer_heat_range,product_title,product_attributes,product_reviews,product_warranty,product_reg_price,skuid,search_term,category,units_sold,sale_price,price_tier,revenue,market_share
Autolite Iridium Iridium XP Spark Plug,1 review,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp26/15650191-P?searchTerm=Spark%20Plugs,Part # XP26,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.045 in,11 mm,4000,Yes,Tapered,14 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(1 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,15650191,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,8.79,0-50$,0.0,0.0
Autolite Iridium Iridium XP Spark Plug,4 reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp25/15650190-P?searchTerm=Spark%20Plugs,Part # XP25,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.044 in,11 mm,4000,Yes,Tapered,14 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(4 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,15650190,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,16.0,8.79,0-50$,140.64,0.00611132
Autolite Iridium Iridium XP Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp24/15650189-P?searchTerm=Spark%20Plugs,Part # XP24,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.044 in,11 mm,5000,Yes,Tapered,14 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(0 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,15650189,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,8.79,0-50$,0.0,0.0
Autolite Iridium Iridium XP Spark Plug,2 reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp105/15650188-P?searchTerm=Spark%20Plugs,Part # XP105,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.05 in,17 mm,4000,Yes,Tapered,14 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(2 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,15650188,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,8.79,0-50$,0.0,0.0
Autolite Iridium Iridium XP Spark Plug,1 review,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp6083/11668327-P?searchTerm=Spark%20Plugs,Part # XP6083,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.031 in,25 mm,4000,Yes,Tapered,14 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(1 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,11668327,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,8.79,0-50$,0.0,0.0
Autolite Iridium Iridium XP Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp5324/11668321-P?searchTerm=Spark%20Plugs,Part # XP5324,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Iridium,"5/8"" in",0.044 in,26.5 mm,4000,Yes,Flat,14 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(0 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,11668321,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,8.79,0-50$,0.0,0.0
Autolite Iridium Iridium XP Spark Plug,66 reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp6203/11015596-P?searchTerm=Spark%20Plugs,Part # XP6203,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.044 in,26.5 mm,4000,Yes,Flat,12 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(66 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,11015596,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,26.0,8.79,0-50$,228.54,0.009930896
Autolite Iridium Iridium XP Spark Plug,8 reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp6043/11015586-P?searchTerm=Spark%20Plugs,Part # XP6043,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.045 in,25 mm,4000,Yes,Tapered,14 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(8 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,11015586,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,8.0,8.79,0-50$,70.32,0.00305566
Autolite Iridium Iridium XP Spark Plug,10 reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp5703/11015504-P?searchTerm=Spark%20Plugs,Part # XP5703,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.032 in,26.5 mm,4000,Yes,Flat,12 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(10 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,11015504,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,8.79,0-50$,0.0,0.0
Autolite Iridium Iridium XP Spark Plug,38 reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp5863/11015501-P?searchTerm=Spark%20Plugs,Part # XP5863,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.032 in,25 mm,4000,Yes,Tapered,14 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(38 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,11015501,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,18.0,8.79,0-50$,158.22,0.006875235
Autolite Iridium Iridium XP Spark Plug,17 reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp5682/10501022-P?searchTerm=Spark%20Plugs,Part # XP5682,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"9/16"" in",0.04 in,26.5 mm,4000,Yes,Flat,12 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(17 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,10501022,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,16.0,8.79,0-50$,140.64,0.00611132
Autolite Iridium Iridium XP Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp3926/10500956-P?searchTerm=Spark%20Plugs,Part # XP3926,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.035 in,19.5 mm,4000,Yes,Flat,14 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(0 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,10500956,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,8.79,0-50$,0.0,0.0
Autolite Iridium Iridium XP Spark Plug,3 reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp5143/10500954-P?searchTerm=Spark%20Plugs,Part # XP5143,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.054 in,20.5 mm,4000,Yes,Tapered,14 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(3 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,10500954,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,8.79,0-50$,0.0,0.0
Autolite Iridium Iridium XP Spark Plug,37 reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp5363/10500916-P?searchTerm=Spark%20Plugs,Part # XP5363,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.044 in,25 mm,4000,Yes,Tapered,14 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(37 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,10500916,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,10.0,8.79,0-50$,87.9,0.003819575
Autolite Iridium Iridium XP Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp106/10500911-P?searchTerm=Spark%20Plugs,Part # XP106,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.05 in,17 mm,4000,Yes,Tapered,14 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(0 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,10500911,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,8.79,0-50$,0.0,0.0
Autolite Iridium Iridium XP Spark Plug,17 reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp3922/10500909-P?searchTerm=Spark%20Plugs,Part # XP3922,[],Platinum,Iridium,Removable Nut,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.04 in,19.5 mm,4000,Yes,Flat,14 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(17 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,10500909,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,16.0,8.79,0-50$,140.64,0.00611132
Autolite Iridium Iridium XP Spark Plug,16 reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp5684/10500904-P?searchTerm=Spark%20Plugs,Part # XP5684,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"9/16"" in",0.044 in,26.5 mm,4000,Yes,Flat,12 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(16 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,10500904,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,4.0,8.79,0-50$,35.16,0.00152783
Autolite Iridium Iridium XP Spark Plug,2 reviews,https://shop.advanceautoparts.com/p/autolite-iridium-iridium-xp-spark-plug-xp6003/10500901-P?searchTerm=Spark%20Plugs,Part # XP6003,[],Platinum,Iridium,Stud,Nickel,1.0,Tapered,Platinum,"5/8"" in",0.04 in,26.5 mm,4000,Yes,Flat,14 mm,,,,,Autolite Iridium,Iridium XP Spark Plug,(2 reviews),LIMITED LIFETIME REPLACEMENT,$8.79,10500901,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,0.0,8.79,0-50$,0.0,0.0
E3 Premium DiamondFIRE Electrode Automotive Spark Plug,166 reviews,https://shop.advanceautoparts.com/p/e3-premium-diamondfire-electrode-automotive-spark-plug-e3.74/11333297-P?searchTerm=Spark%20Plugs,Part # E3.74,[],,,,,,,,,,,,,,,,,,,E3,Premium DiamondFIRE Electrode Automotive Spark Plug,(164 reviews),5 YR REPLACEMENT IF DEFECTIVE,$7.79,11333297,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,8.0,7.79,0-50$,62.32,0.0027080309999999996
Autolite Single Platinum Spark Plug,291 reviews,https://shop.advanceautoparts.com/p/autolite-single-platinum-spark-plug-ap5224/5394538-P?searchTerm=Spark%20Plugs,Part # AP5224,[],Platinum,Platinum,Stud,Nickel,1.0,Tapered,Nickel,16 mm,1.1 mm,19.5 mm,4000,Yes,Flat,14 mm,,,,,Autolite,Single Platinum Spark Plug,(291 reviews),4 YR REPLACEMENT IF DEFECTIVE,$3.99,5394538,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,75.0,3.99,0-50$,299.25,0.013003503000000001
NGK V-Power Spark Plug,315 reviews,https://shop.advanceautoparts.com/p/ngk-v-power-spark-plug-6953/5531691-P?searchTerm=Spark%20Plugs,Part # 6953,[],Copper Core,Nickel w/ V-groove,,Nickel Core,1.0,Standard,,5/8 in,,19 mm,,,Gasket,14 mm,nickel with V groove,nickel with V groove,Standard,5,NGK,V-Power Spark Plug,(315 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$3.49,5531691,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,39.0,3.49,0-50$,136.11,0.005914475
E3 Premium DiamondFIRE Electrode Automotive Spark Plug,187 reviews,https://shop.advanceautoparts.com/p/e3-premium-diamondfire-electrode-automotive-spark-plug-e3.48/15650138-P?searchTerm=Spark%20Plugs,Part # E3.48,[],,,,,,,,,,0.750 in,,,Gasket,14 mm,Copper,Nickle,,,E3,Premium DiamondFIRE Electrode Automotive Spark Plug,(187 reviews),5 YR REPLACEMENT IF DEFECTIVE,$7.19,15650138,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,17.0,7.19,0-50$,122.23,0.005311339
NGK V-Power Spark Plug (TR5),261 reviews,https://shop.advanceautoparts.com/p/ngk-v-power-spark-plug-tr5-2238/19650088-P?searchTerm=Spark%20Plugs,Part # 2238,[],Copper Core,Nickel w/ V-groove,,Nickel Core,1.0,Standard,,5/8,,17.5 mm,,,Tapered,14 mm,nickel with V groove,nickel with V groove,Standard,5,NGK,V-Power Spark Plug (TR5),(260 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$3.49,19650088,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,24.0,3.49,0-50$,83.76,0.003639677
Motorcraft Spark Plug (PZK14F),No Reviews,https://shop.advanceautoparts.com/p/motorcraft-spark-plug-pzk14f-sp-546/11796548-P?searchTerm=Spark%20Plugs,Part # SP-546,[],,,,,,,,,,,,,,,,,,,Motorcraft,Spark Plug (PZK14F),(0 reviews),2 YR REPLACEMENT IF DEFECTIVE,$13.29,11796548,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,20.0,13.29,0-50$,265.8,0.011549978
ACDelco Iridium Spark Plug,301 reviews,https://shop.advanceautoparts.com/p/acdelco-iridium-spark-plug-41-103/15650269-P?searchTerm=Spark%20Plugs,Part # 41-103,[],Copper,Iridium,,,1.0,Single Prong Electrode,,16mm,0.043 in,0.984 in,,Yes,Conical,14 mm,,,Single,5,ACDelco,Iridium Spark Plug,(301 reviews),7 YR REPLACEMENT IF DEFECTIVE,$9.29,15650269,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,74.0,9.29,0-50$,687.46,0.029872642
NGK Iridium IX Spark Plug (LFR5AIX-11),100 reviews,https://shop.advanceautoparts.com/p/ngk-iridium-ix-spark-plug-lfr5aix-11-4469/20650264-P?searchTerm=Spark%20Plugs,Part # 4469,[],Copper Core,Iridium,,Nickel Core,1.0,Taper Cut,,5/8 in,,26.5 mm,,,Gasket,14 mm,Iridium,Iridium,Standard,5,NGK,Iridium IX Spark Plug (LFR5AIX-11),(100 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$11.29,20650264,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,60.0,11.29,0-50$,677.4,0.029435497999999997
NGK V-Power Spark Plug (TR55),438 reviews,https://shop.advanceautoparts.com/p/ngk-v-power-spark-plug-tr55-3951/19650153-P?searchTerm=Spark%20Plugs,Part # 3951,[],Copper Core,Nickel w/ V-groove,,Nickel Core,1.0,Standard,,5/8,,17.5 mm,,,Tapered,14 mm,nickel with V groove,nickel with V groove,Standard,5,NGK,V-Power Spark Plug (TR55),(438 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$3.49,19650153,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,27.0,3.49,0-50$,94.23,0.004094637
NGK G-Power Platinum Spark Plug (BKR6EGP),149 reviews,https://shop.advanceautoparts.com/p/ngk-g-power-platinum-spark-plug-bkr6egp-7092/20650261-P?searchTerm=Spark%20Plugs,Part # 7092,[],Copper Core,Platinum,,Nickel Core,1.0,Trapezoid,,5/8 in,,19 mm,,,Gasket,14 mm,Platinum,Platinum,Standard,6,NGK,G-Power Platinum Spark Plug (BKR6EGP),(149 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$4.29,20650261,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,20.0,4.29,0-50$,85.8,0.003728323
ACDelco Double Platinum Spark Plug,210 reviews,https://shop.advanceautoparts.com/p/acdelco-double-platinum-spark-plug-41-962/10422946-P?searchTerm=Spark%20Plugs,Part # 41-962,[],,Platinum,,,1.0,Platinum Alloy Pad,,16mm,.040 in,.689 in,,Yes,Tapered,14 mm,,,Single Strap,14,ACDelco,Double Platinum Spark Plug,(210 reviews),7 YR REPLACEMENT IF DEFECTIVE,$8.79,10422946,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,165.0,8.79,0-50$,1450.35,0.063022992
ACDelco Iridium Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/acdelco-iridium-spark-plug-41-162/11978364-P?searchTerm=Spark%20Plugs,Part # 41-162,[],,Iridium,,,1.0,Platinum Alloy Pad,,16mm,.040 in,.689 in,,Yes,Tapered,,,,Single Strap,,ACDelco,Iridium Spark Plug,(0 reviews),7 YR REPLACEMENT IF DEFECTIVE,$9.29,11978364,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,218.0,9.29,0-50$,2025.22,0.08800318800000001
Champion Iridium- Boxed - RER8ZWYCB4,185 reviews,https://shop.advanceautoparts.com/p/champion-iridium-boxed-rer8zwycb4-9407/10095059-P?searchTerm=Spark%20Plugs,Part # 9407,[],,Iridium Firing Tip,Removable Nut,Nickel Copper Alloy,1.0,,,0.625 in,,1.103 in,,Yes,,12 mm,,,,8,Champion,Iridium- Boxed - RER8ZWYCB4,(185 reviews),7 YR REPLACEMENT IF DEFECTIVE,$9.29,10095059,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,124.0,9.29,0-50$,1151.96,0.050056859
Motorcraft Spark Plug (HJFS24FP),95 reviews,https://shop.advanceautoparts.com/p/motorcraft-spark-plug-hjfs24fp-sp-509/10419483-P?searchTerm=Spark%20Plugs,Part # SP-509,[],,,,,,,,,,,,,,,,,,,Motorcraft,Spark Plug (HJFS24FP),(95 reviews),2 YR REPLACEMENT IF DEFECTIVE,$9.29,10419483,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,40.0,9.29,0-50$,371.6,0.016147374
Autolite Single Platinum Spark Plug,128 reviews,https://shop.advanceautoparts.com/p/autolite-single-platinum-spark-plug-ap5325/11015495-P?searchTerm=Spark%20Plugs,Part # AP5325,[],Platinum,Platinum,Stud,Nickel,1.0,Tapered,Nickel,16 mm,1.1 mm,26.5 mm,4000,Yes,Flat,14 mm,,,,,Autolite,Single Platinum Spark Plug,(128 reviews),4 YR REPLACEMENT IF DEFECTIVE,$3.99,11015495,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,32.0,3.99,0-50$,127.68,0.005548160999999999
ACDelco Iridium Spark Plug,75 reviews,https://shop.advanceautoparts.com/p/acdelco-iridium-spark-plug-41-109/10838402-P?searchTerm=Spark%20Plugs,Part # 41-109,[],Copper,Iridium,,,1.0,Single Prong Electrode,,16mm,0.043 in,0.984 in,,Yes,Conical,14 mm,,,Single,6,ACDelco,Iridium Spark Plug,(75 reviews),7 YR REPLACEMENT IF DEFECTIVE,$9.29,10838402,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,53.0,9.29,0-50$,492.37,0.02139527
NGK Laser Iridium Spark Plug (IZFR6K11),321 reviews,https://shop.advanceautoparts.com/p/ngk-laser-iridium-spark-plug-izfr6k11-6994/15650459-P?searchTerm=Spark%20Plugs,Part # 6994,[],Copper Core,Iridium,,Nickel Core,1.0,Trapezoid,,5/8 in,,19 mm,,,Gasket,14 mm,Iridium,Iridium,Standard,6,NGK,Laser Iridium Spark Plug (IZFR6K11),(321 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$14.29,15650459,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,47.0,14.29,0-50$,671.63,0.029184771
Denso Iridium TT Spark Plug (IK20TT),143 reviews,https://shop.advanceautoparts.com/p/denso-iridium-tt-spark-plug-ik20tt-4702/10713003-P?searchTerm=Spark%20Plugs,Part # 4702,[],,,,,,,,,,,,,,,,,,,Denso,Iridium TT Spark Plug (IK20TT),(143 reviews),1 YR REPLACEMENT IF DEFECTIVE,$9.29,10713003,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,91.0,9.29,0-50$,845.39,0.036735276000000004
Autolite Single Platinum Spark Plug,126 reviews,https://shop.advanceautoparts.com/p/autolite-single-platinum-spark-plug-ap3924/5394082-P?searchTerm=Spark%20Plugs,Part # AP3924,[],Platinum,Platinum,Stud,Nickel,1.0,Tapered,Nickel,16 mm,1.1 mm,19.5 mm,4000,Yes,Flat,14 mm,,,,,Autolite,Single Platinum Spark Plug,(126 reviews),4 YR REPLACEMENT IF DEFECTIVE,$3.99,5394082,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,50.0,3.99,0-50$,199.5,0.008669002
NGK V-Power Spark Plug,328 reviews,https://shop.advanceautoparts.com/p/ngk-v-power-spark-plug-2262/5390273-P?searchTerm=Spark%20Plugs,Part # 2262,[],Copper Core,Nickel w/ V-groove,,Nickel Core,1.0,Standard,,5/8,,19 mm,,,Gasket,14 mm,nickel with V groove,nickel with V groove,Standard,5,NGK,V-Power Spark Plug,(328 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$3.49,5390273,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,45.0,3.49,0-50$,157.05,0.006824395
NGK Iridium IX Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/ngk-iridium-ix-spark-plug-93501/12102020-P?searchTerm=Spark%20Plugs,Part # 93501,[],Copper Core,Iridium,,,1.0,Taper Cut,,14 mm,.044 in,26.5 in,,,Flat,12 mm,,,Standard,7,NGK,Iridium IX Spark Plug,(0 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$10.29,12102020,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,42.0,10.29,0-50$,432.18,0.018779796
E3 Premium DiamondFIRE Electrode Automotive Spark Plug,50 reviews,https://shop.advanceautoparts.com/p/e3-premium-diamondfire-electrode-automotive-spark-plug-e3.56/15650142-P?searchTerm=Spark%20Plugs,Part # E3.56,[],,,,,,,,,,0.750 in,,,Gasket,14 mm,Copper,Nickle,,,E3,Premium DiamondFIRE Electrode Automotive Spark Plug,(50 reviews),5 YR REPLACEMENT IF DEFECTIVE,$7.19,15650142,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,12.0,7.19,0-50$,86.28,0.00374918
E3 Premium DiamondFIRE Electrode Automotive Spark Plug,58 reviews,https://shop.advanceautoparts.com/p/e3-premium-diamondfire-electrode-automotive-spark-plug-e3.70/10427066-P?searchTerm=Spark%20Plugs,Part # E3.70,[],,,,,,,,,,,,,,,,,,,E3,Premium DiamondFIRE Electrode Automotive Spark Plug,(58 reviews),5 YR REPLACEMENT IF DEFECTIVE,$11.99,10427066,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,16.0,11.99,0-50$,191.84,0.008336147
Motorcraft Spark Plug (AGSF32PM),234 reviews,https://shop.advanceautoparts.com/p/motorcraft-spark-plug-agsf32pm-sp-493/18090025-P?searchTerm=Spark%20Plugs,Part # SP-493,[],Copper core,,,Nickel alloy,,,,5/8,,0.679 in,,,Tapered,14 mm,Platinum alloy,Platinum ball,,4,Motorcraft,Spark Plug (AGSF32PM),(234 reviews),2 YR REPLACEMENT IF DEFECTIVE,$3.99,18090025,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,42.0,3.99,0-50$,167.58,0.0072819619999999995
NGK Ruthenium HX Spark Plug,No Reviews,https://shop.advanceautoparts.com/p/ngk-ruthenium-hx-spark-plug-96358/12069665-P?searchTerm=Spark%20Plugs,Part # 96358,[],Copper Core,Ruthenium,,Nickel Core,1.0,DFE,,5/8 in,.044 in,26.5 in,5000 Ohms,,Flat,12 mm,,,Standard,7,NGK,Ruthenium HX Spark Plug,(0 reviews),60 DAY REPLACEMENT IF DEFECTIVE,$14.29,12069665,https://shop.advanceautoparts.com/web/SearchResults?searchTerm=Spark+Plugs&storeId=10151&catalogId=10051&langId=-1,Spark Plugs,47.0,14.29,0-50$,671.63,0.029184771
